,age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income
14562,53,Private,3,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,40,0
14563,20,Private,13,Never-married,Prof-specialty,Not-in-family,White,1,0,0,40,0
14564,38,Private,9,Married-civ-spouse,Other-service,Wife,White,0,0,0,40,0
14565,33,Private,9,Married-civ-spouse,Exec-managerial,Own-child,White,1,1,2326,40,0
14566,18,Private,9,Never-married,Sales,Not-in-family,White,0,1,0,20,0
14567,28,Private,13,Never-married,Adm-clerical,Own-child,White,0,0,0,40,0
14568,21,Private,10,Never-married,Sales,Own-child,White,0,1,0,40,0
14569,40,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,0,0,0,40,0
14570,29,Private,13,Never-married,Prof-specialty,Not-in-family,White,0,0,0,40,0
14571,23,,9,Never-married,,Own-child,White,1,1,0,40,0
14572,46,Private,10,Married-civ-spouse,Craft-repair,Husband,White,1,1,0,40,1
14573,32,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,1
14574,51,Private,9,Divorced,Transport-moving,Not-in-family,White,1,1,0,50,0
14575,39,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,1,1,0,40,0
14576,50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,50,1
14577,58,Private,5,Divorced,Other-service,Not-in-family,White,0,0,0,40,0
14578,32,Private,9,Never-married,Sales,Not-in-family,White,1,0,0,40,0
14579,21,Private,13,Never-married,Exec-managerial,Not-in-family,White,0,0,0,40,0
14580,26,Private,9,Never-married,Craft-repair,Own-child,White,1,0,0,40,0
14581,59,Private,7,Widowed,Other-service,Not-in-family,White,0,8,0,21,0
14582,41,Private,13,Widowed,Prof-specialty,Unmarried,White,0,1,0,44,0
14583,30,Private,7,Married-civ-spouse,Handlers-cleaners,Husband,White,1,1,0,40,0
14584,36,Private,10,Divorced,Craft-repair,Not-in-family,White,1,1,0,40,0
14585,27,Private,13,Never-married,Adm-clerical,Unmarried,White,0,0,0,40,0
14586,26,Private,10,Never-married,Sales,Own-child,White,1,0,0,40,0
14587,26,Private,13,Never-married,Prof-specialty,Not-in-family,White,1,1,0,40,0
14588,18,Private,10,Never-married,Adm-clerical,Own-child,White,1,1,0,19,0
14589,28,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,1,2,0,40,0
14590,53,Self-emp-inc,13,Married-civ-spouse,Farming-fishing,Husband,White,1,7689,0,50,1
14591,32,Private,5,Divorced,Craft-repair,Unmarried,White,1,0,0,40,0
14592,28,Private,10,Never-married,Craft-repair,Own-child,White,1,1,0,40,0
14593,22,Private,10,Never-married,Handlers-cleaners,Own-child,White,1,1,0,40,0
14594,23,Private,13,Never-married,Prof-specialty,Own-child,White,1,2,0,40,0
14595,49,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,0
14596,51,Self-emp-inc,10,Married-civ-spouse,Sales,Husband,White,1,2,0,50,1
14597,45,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,1858,40,1
14598,27,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,1,0,0,40,0
14599,63,Self-emp-not-inc,9,Widowed,Sales,Not-in-family,White,1,1,0,21,0
14600,37,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,2,0,40,1
14601,57,Self-emp-not-inc,9,Divorced,Exec-managerial,Not-in-family,White,1,1,0,23,0
14602,26,Private,12,Never-married,Prof-specialty,Not-in-family,White,0,1,0,40,0
14603,54,Local-gov,13,Divorced,Exec-managerial,Not-in-family,White,0,0,0,40,0
14604,50,Private,10,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,1
14605,38,Private,13,Separated,Adm-clerical,Unmarried,White,0,0,0,40,0
14606,30,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,1,1,0,45,0
14607,22,Private,10,Never-married,Other-service,Not-in-family,White,0,0,0,40,0
14608,38,Private,13,Divorced,Exec-managerial,Not-in-family,White,0,0,0,40,0
14609,55,Private,9,Divorced,Exec-managerial,Not-in-family,White,1,0,0,40,0
14610,35,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,0
14611,44,Private,13,Divorced,Adm-clerical,Not-in-family,White,0,2,0,40,0
14612,43,Private,13,Married-civ-spouse,Sales,Husband,White,1,0,1878,50,1
14613,39,Private,13,Divorced,Craft-repair,Not-in-family,White,1,0,0,50,0
14614,28,Private,8,Married-civ-spouse,Handlers-cleaners,Husband,White,1,1,0,40,0
14615,33,Private,9,Divorced,Other-service,Unmarried,White,0,0,0,40,0
14616,19,Private,9,Never-married,Other-service,Own-child,White,1,1,0,23,0
14617,51,Self-emp-inc,16,Married-civ-spouse,Prof-specialty,Husband,White,1,5,0,50,1
14618,19,,10,Never-married,,Own-child,White,1,1,0,25,0
14619,66,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,3,0,40,1
14620,28,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,0
14621,37,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,1
14622,19,?,10,Never-married,?,Own-child,White,0,1,0,21,0
14623,23,Private,10,Never-married,Adm-clerical,Not-in-family,White,0,0,0,40,0
14624,30,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,40,1
14625,36,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Husband,White,1,3,0,40,0
14626,34,Private,10,Never-married,Craft-repair,Not-in-family,White,1,1,0,40,0
14627,35,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,50,0
14628,23,Private,13,Never-married,Prof-specialty,Own-child,White,0,0,0,40,0
14629,37,Private,9,Married-civ-spouse,Farming-fishing,Husband,White,1,2,0,40,1
14630,38,Private,10,Divorced,Machine-op-inspct,Not-in-family,White,1,1,0,40,0
14631,53,Private,9,Divorced,Transport-moving,Not-in-family,White,1,1,0,40,0
14632,53,Private,9,Divorced,Craft-repair,Not-in-family,White,1,0,0,40,0
14633,47,Self-emp-not-inc,14,Divorced,Prof-specialty,Not-in-family,White,1,0,0,50,1
14634,22,?,9,Never-married,?,Own-child,White,1,0,0,11,0
14635,29,Private,10,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,1
14636,31,Private,13,Married-civ-spouse,Adm-clerical,Wife,White,0,2737,0,40,0
14637,54,Self-emp-not-inc,2,Divorced,Craft-repair,Not-in-family,White,1,0,0,40,0
14638,30,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,1,1,0,40,0
14639,31,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,1,1,0,40,1
14640,33,,10,Never-married,,Not-in-family,White,1,0,0,50,0
14641,25,Private,9,Married-civ-spouse,Other-service,Other-relative,White,0,0,0,40,0
14642,26,Private,10,Never-married,Adm-clerical,Not-in-family,White,0,0,0,40,0
14643,62,Private,3,Married-civ-spouse,Sales,Husband,White,1,2,0,26,0
14644,47,Private,10,Divorced,Exec-managerial,Not-in-family,White,0,3,0,45,0
14645,28,Private,9,Never-married,Adm-clerical,Unmarried,White,0,0,0,40,0
14646,22,Private,10,Never-married,Machine-op-inspct,Own-child,White,0,1,0,40,0
14647,46,Local-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,1
14648,24,Private,9,Never-married,Handlers-cleaners,Own-child,White,1,0,0,40,0
14649,44,Private,13,Divorced,Machine-op-inspct,Not-in-family,White,1,1,0,40,0
14650,21,Private,10,Never-married,Exec-managerial,Not-in-family,White,0,0,1731,20,0
14651,21,Private,10,Never-married,Machine-op-inspct,Own-child,White,1,0,0,40,0
14652,66,,9,Widowed,,Not-in-family,White,0,0,0,21,0
14653,64,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,1,0,0,50,1
14654,46,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,1,2,0,50,1
14655,24,Private,9,Never-married,Handlers-cleaners,Own-child,White,1,0,0,40,0
14656,52,Self-emp-inc,14,Married-civ-spouse,Prof-specialty,Husband,White,1,1,0,50,1
14657,32,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,0,0,0,17,0
14658,40,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,1,4,0,40,1
14659,28,?,9,Married-civ-spouse,?,Husband,White,1,0,0,40,0
14660,27,Private,7,Married-civ-spouse,Machine-op-inspct,Husband,White,1,1,0,40,0
14661,52,Private,9,Widowed,Adm-clerical,Unmarried,White,0,0,0,40,0
14662,55,Private,9,Divorced,Other-service,Not-in-family,White,0,0,0,40,0
14663,49,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,1,0,40,1
14664,45,Private,9,Married-civ-spouse,Exec-managerial,Wife,White,0,0,0,40,1
14665,45,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,0,0,0,40,1
14666,31,Private,10,Divorced,Tech-support,Not-in-family,White,1,1,0,40,0
14667,22,Self-emp-not-inc,10,Never-married,Prof-specialty,Not-in-family,White,0,16,0,6,0
14668,50,Private,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,1
14669,26,Private,13,Never-married,Prof-specialty,Own-child,White,1,0,0,40,0
14670,60,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,0
14671,21,Private,10,Never-married,Sales,Unmarried,White,0,0,0,23,0
14672,50,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,1
14673,22,Private,9,Never-married,Adm-clerical,Own-child,White,1,0,0,21,0
14674,52,Federal-gov,13,Married-civ-spouse,Adm-clerical,Wife,White,0,27,0,40,1
14675,27,Private,9,Married-civ-spouse,Other-service,Own-child,White,0,0,0,40,0
14676,39,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,2082,40,0
14677,22,Private,10,Never-married,Other-service,Own-child,White,0,1,0,28,0
14678,24,Private,10,Never-married,Handlers-cleaners,Own-child,White,1,1,0,40,0
14679,50,Private,5,Married-civ-spouse,Farming-fishing,Husband,White,1,1,0,40,0
14680,20,Private,9,Never-married,Adm-clerical,Own-child,White,0,0,0,40,0
14681,30,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,0
14682,22,Private,10,Never-married,Adm-clerical,Own-child,White,1,0,0,25,0
14683,35,Private,13,Married-civ-spouse,Sales,Husband,White,1,0,0,40,1
14684,56,,9,Married-civ-spouse,,Husband,White,1,0,0,40,1
14685,27,Private,10,Never-married,Exec-managerial,Not-in-family,White,0,0,0,40,0
14686,55,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,7522,0,40,1
14687,40,Private,10,Never-married,Exec-managerial,Not-in-family,White,0,0,0,40,0
14688,65,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,13,0
14689,25,Private,9,Never-married,Transport-moving,Not-in-family,White,1,15,0,45,0
14690,36,Private,10,Married-civ-spouse,Tech-support,Husband,White,1,0,0,40,1
14691,30,Self-emp-not-inc,13,Divorced,Prof-specialty,Not-in-family,White,0,0,0,40,0
14692,48,Private,9,Divorced,Other-service,Not-in-family,White,0,0,0,40,0
14693,28,Private,10,Never-married,Craft-repair,Own-child,White,1,0,0,40,0
14694,19,Private,7,Never-married,Other-service,Own-child,White,1,0,0,21,0
14695,18,Private,7,Never-married,Craft-repair,Not-in-family,White,1,0,0,22,0
14696,34,Private,9,Separated,Sales,Unmarried,White,0,0,0,40,0
14697,17,Private,7,Never-married,Other-service,Own-child,White,0,2,0,21,0
14698,58,Self-emp-not-inc,4,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,0
14699,43,Self-emp-not-inc,16,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,50,1
14700,37,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,1,0,1,40,1
14701,32,?,10,Never-married,?,Unmarried,White,0,2,0,40,0
14702,52,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,1,1,0,61,0
14703,37,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,1
14704,36,Private,10,Married-civ-spouse,Other-service,Own-child,White,1,1,0,40,0
14705,50,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,1,1,0,40,1
14706,32,Private,10,Never-married,Adm-clerical,Not-in-family,White,0,0,0,40,0
14707,46,Self-emp-not-inc,9,Divorced,Sales,Not-in-family,White,1,0,0,40,0
14708,19,Private,10,Never-married,Adm-clerical,Own-child,White,0,0,0,44,0
14709,44,Private,10,Married-civ-spouse,Transport-moving,Husband,White,1,2,0,40,1
14710,32,Private,10,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,0
14711,32,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,0
14712,41,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,White,0,1,0,40,1
14713,28,Private,9,Married-civ-spouse,Other-service,Not-in-family,White,0,0,0,53,0
14714,31,Private,10,Widowed,Prof-specialty,Not-in-family,White,0,0,1887,19,0
14715,46,Private,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,50,1
14716,52,Private,10,Widowed,Prof-specialty,Not-in-family,White,0,0,1760,22,0
14717,31,Private,13,Divorced,Prof-specialty,Not-in-family,White,0,0,0,40,0
14718,32,Private,9,Never-married,Adm-clerical,Not-in-family,White,1,3859,0,45,0
14719,20,,10,Never-married,Prof-specialty,Own-child,White,0,1,0,22,0
14720,26,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,0
14721,42,Private,12,Divorced,Adm-clerical,Not-in-family,White,1,0,0,40,0
14722,30,Private,13,Never-married,Exec-managerial,Not-in-family,White,0,1,0,40,0
14723,39,Private,10,Divorced,Machine-op-inspct,Not-in-family,White,1,0,0,40,0
14724,34,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,1
14725,49,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,2,0,40,1
14726,27,Private,13,Never-married,Prof-specialty,Own-child,White,1,0,0,40,0
14727,33,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,0
14728,40,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,White,0,0,0,40,0
14729,33,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,1
14730,35,Private,10,Married-civ-spouse,Craft-repair,Husband,White,1,1,0,40,0
14731,30,Private,9,Divorced,Adm-clerical,Not-in-family,White,0,1,0,40,0
14732,30,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,0,0,0,40,0
14733,51,Local-gov,10,Divorced,Exec-managerial,Not-in-family,White,0,0,0,40,0
14734,21,Private,9,Never-married,Handlers-cleaners,Own-child,White,1,2,0,18,0
14735,20,Private,10,Never-married,Prof-specialty,Own-child,White,1,0,0,40,0
14736,18,Private,10,Never-married,Prof-specialty,Own-child,White,1,1,0,20,0
14737,31,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,1
14738,30,Private,9,Never-married,Other-service,Not-in-family,White,1,1,0,40,0
14739,20,,10,Never-married,?,Own-child,White,0,0,1,31,0
14740,40,Private,10,Married-civ-spouse,Protective-serv,Husband,White,1,1,0,40,1
14741,21,Private,9,Never-married,Handlers-cleaners,Own-child,White,1,1,0,40,0
14742,34,Private,12,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,0
14743,32,Private,13,Divorced,Tech-support,Not-in-family,White,0,0,0,40,0
14744,52,Private,9,Divorced,Craft-repair,Not-in-family,White,1,0,0,40,0
14745,29,Private,9,Never-married,Craft-repair,Not-in-family,White,1,0,0,40,0
14746,43,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,1,2,0,40,1
14747,36,Private,12,Married-civ-spouse,Sales,Husband,White,1,0,0,40,0
14748,43,Self-emp-not-inc,14,Divorced,Prof-specialty,Not-in-family,White,0,1,0,40,0
14749,23,Private,10,Never-married,Prof-specialty,Own-child,White,0,2,0,22,0
14750,36,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,1,3,0,40,0
14751,50,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,1,11,1879,50,1
14752,32,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,1,3,1861,40,1
14753,32,Private,13,Never-married,Prof-specialty,Not-in-family,White,0,17,0,20,0
14754,35,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,0
14755,26,Private,14,Never-married,Prof-specialty,Not-in-family,White,1,3,0,50,0
14756,55,?,13,Married-civ-spouse,?,Husband,White,1,0,0,40,0
14757,43,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,1
14758,31,Private,7,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,0
14759,41,Private,13,Divorced,Prof-specialty,Not-in-family,White,0,5,0,60,0
14760,48,Self-emp-not-inc,16,Divorced,Prof-specialty,Not-in-family,White,1,2,0,50,1
14761,30,Private,10,Divorced,Machine-op-inspct,Not-in-family,White,0,0,0,40,0
14762,40,Private,12,Never-married,Tech-support,Not-in-family,White,1,1,0,40,0
14763,47,Private,13,Divorced,Adm-clerical,Unmarried,White,0,0,0,40,0
14764,51,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,1,0,0,61,0
14765,50,Self-emp-not-inc,13,Divorced,Prof-specialty,Not-in-family,White,1,17726,0,40,1
14766,20,Private,9,Never-married,Transport-moving,Own-child,White,1,0,0,21,0
14767,29,Private,9,Divorced,Adm-clerical,Own-child,White,0,0,1923,40,0
14768,24,Private,9,Married-civ-spouse,Handlers-cleaners,Other-relative,White,1,0,0,40,0
14769,40,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,2,0,40,0
14770,65,Private,9,Divorced,Other-service,Not-in-family,White,0,0,0,40,0
14771,42,Self-emp-not-inc,13,Married-civ-spouse,Craft-repair,Husband,White,1,3779,0,50,0
14772,23,Private,10,Never-married,Exec-managerial,Own-child,White,0,0,0,40,0
14773,20,Private,9,Never-married,Farming-fishing,Own-child,White,1,0,0,40,0
14774,35,Private,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,1
14775,19,Private,10,Never-married,Adm-clerical,Not-in-family,White,0,0,1750,23,0
14776,26,Private,9,Never-married,Handlers-cleaners,Own-child,White,1,0,0,40,0
14777,31,?,13,Never-married,?,Not-in-family,White,1,1,0,40,0
14778,28,Private,13,Never-married,Prof-specialty,Not-in-family,White,1,0,0,50,0
14779,45,Private,13,Married-civ-spouse,Craft-repair,Husband,White,1,7444,0,50,1
14780,47,Private,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,1
14781,23,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,0,0,0,40,0
14782,33,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,1
14783,57,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,1,2,0,40,0
14784,24,Private,10,Never-married,Machine-op-inspct,Own-child,White,1,0,0,21,0
14785,48,Private,13,Divorced,Exec-managerial,Not-in-family,White,1,14,0,45,0
14786,26,Private,9,Married-civ-spouse,Adm-clerical,Own-child,White,0,1,0,40,0
14787,25,,9,Married-civ-spouse,,Wife,White,0,0,0,40,0
14788,31,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,0
14789,49,Private,13,Divorced,Prof-specialty,Not-in-family,White,1,0,0,40,0
14790,50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,1
14791,26,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,0
14792,28,Private,10,Never-married,Sales,Not-in-family,White,1,0,0,40,0
14793,30,Private,10,Divorced,Adm-clerical,Unmarried,White,0,0,0,40,0
14794,18,Private,5,Never-married,Handlers-cleaners,Not-in-family,White,1,0,0,18,0
14795,29,Private,13,Never-married,Prof-specialty,Own-child,White,0,0,0,40,0
14796,54,Private,10,Widowed,Exec-managerial,Not-in-family,White,0,5,0,20,0
14797,33,,9,Never-married,,Not-in-family,White,0,0,0,40,0
14798,42,Private,13,Divorced,Prof-specialty,Not-in-family,White,0,4010,0,40,0
14799,45,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,1
14800,53,,9,Married-civ-spouse,,Wife,White,0,0,0,10,1
14801,23,Private,7,Never-married,Handlers-cleaners,Own-child,White,1,0,0,21,0
14802,55,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,1
14803,28,Local-gov,13,Never-married,Prof-specialty,Own-child,White,0,1,1978,40,0
14804,35,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,0
14805,50,Private,10,Divorced,Adm-clerical,Not-in-family,White,0,0,0,40,0
14806,20,Private,9,Never-married,Other-service,Own-child,White,0,1,0,20,0
14807,39,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,0
14808,36,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,1
14809,30,Private,9,Never-married,Adm-clerical,Not-in-family,White,1,0,0,40,0
14810,49,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,0,0,0,40,0
14811,29,Private,9,Married-civ-spouse,Exec-managerial,Not-in-family,White,1,0,0,40,0
14812,27,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,1,40,0
14813,47,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,1,0,0,50,1
14814,21,Private,9,Never-married,Craft-repair,Own-child,White,1,2,0,40,0
14815,59,Private,9,Widowed,Sales,Not-in-family,White,0,0,0,20,0
14816,35,Private,9,Separated,Craft-repair,Not-in-family,White,1,0,0,40,0
14817,36,Self-emp-not-inc,13,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,60,0
14818,57,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,1
14819,28,Private,7,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,0
14820,65,?,14,Married-civ-spouse,Prof-specialty,Wife,White,0,1,0,11,1
14821,30,Private,9,Divorced,Adm-clerical,Own-child,White,0,1,0,40,0
14822,48,Private,9,Divorced,Other-service,Not-in-family,White,0,0,1661,40,0
14823,47,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,1
14824,34,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,0,29,1718,40,1
14825,31,Private,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,0
14826,27,Private,9,Never-married,Other-service,Not-in-family,White,1,0,0,40,0
14827,45,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,0,15146,0,40,1
14828,28,Private,13,Never-married,Adm-clerical,Not-in-family,White,0,0,0,40,0
14829,36,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,1
14830,25,Private,9,Never-married,Adm-clerical,Not-in-family,White,0,1,0,40,0
14831,58,?,3,Married-civ-spouse,?,Husband,White,1,0,0,40,0
14832,51,Self-emp-not-inc,5,Married-civ-spouse,Sales,Husband,White,1,0,0,40,0
14833,32,Private,10,Never-married,Craft-repair,Not-in-family,White,1,2819,0,40,0
14834,55,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,1
14835,32,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,1,3,0,40,0
14836,35,Private,13,Never-married,Sales,Not-in-family,White,1,0,0,50,1
14837,37,Private,9,Divorced,Adm-clerical,Not-in-family,White,0,1,0,40,0
14838,20,,9,Never-married,,Own-child,White,0,0,0,40,0
14839,31,Private,9,Married-civ-spouse,Other-service,Husband,White,1,0,0,40,0
14840,31,Private,13,Married-civ-spouse,Protective-serv,Husband,White,1,4,0,40,0
14841,51,Private,10,Divorced,Exec-managerial,Not-in-family,White,1,0,0,45,0
14842,57,Private,4,Married-civ-spouse,Sales,Husband,White,1,0,0,40,0
14843,32,Private,7,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,0
14844,34,Private,9,Widowed,Adm-clerical,Unmarried,White,0,0,0,45,0
14845,28,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,0
14846,21,Private,9,Never-married,Craft-repair,Own-child,White,1,2,0,40,0
14847,62,Private,3,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,46,0
14848,51,Private,9,Divorced,Sales,Not-in-family,White,0,1,0,45,0
14849,44,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,1
14850,30,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,0
14851,39,Private,10,Divorced,Exec-managerial,Unmarried,White,0,0,0,40,0
14852,28,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,0,1,0,40,0
14853,21,Private,10,Never-married,Adm-clerical,Own-child,White,1,2,0,21,0
14854,43,State-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,1,1,0,40,1
14855,36,Private,9,Divorced,Adm-clerical,Unmarried,White,0,0,0,40,0
14856,22,Private,9,Never-married,Handlers-cleaners,Own-child,White,1,2,0,40,0
14857,32,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,1
14858,24,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,0
14859,28,Private,9,Never-married,Machine-op-inspct,Unmarried,Black,0,0,0,40,0
14860,31,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,0,0,0,40,0
14861,38,Private,9,Divorced,Sales,Unmarried,White,1,2,0,40,0
14862,30,Private,7,Married-civ-spouse,Craft-repair,Husband,White,1,3,0,40,0
14863,37,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,1,1,0,40,1
14864,27,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,1,0,40,0
14865,54,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,4,0,40,0
14866,58,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,Husband,White,1,1,0,14,1
14867,27,Private,9,Separated,Machine-op-inspct,Unmarried,White,0,1,0,40,0
14868,34,Self-emp-not-inc,12,Never-married,Farming-fishing,Not-in-family,White,1,0,0,44,0
14869,48,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,1,4,0,65,0
14870,25,Private,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,0
14871,44,Local-gov,13,Divorced,Prof-specialty,Unmarried,White,1,0,0,40,0
14872,29,Private,9,Married-civ-spouse,Machine-op-inspct,Own-child,White,1,1,0,40,0
14873,33,?,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,0
14874,62,?,9,Widowed,?,Unmarried,White,0,0,0,16,0
14875,28,Private,10,Married-civ-spouse,Craft-repair,Husband,White,1,1,0,40,0
14876,32,Private,13,Married-civ-spouse,Sales,Husband,White,1,15409,0,50,1
14877,42,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,1
14878,23,Private,13,Never-married,Tech-support,Own-child,White,1,0,0,45,0
14879,26,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,0
14880,36,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,1,2,0,40,0
14881,37,Federal-gov,10,Divorced,Adm-clerical,Unmarried,Black,0,0,0,40,0
14882,26,Private,9,Married-civ-spouse,Tech-support,Husband,White,1,1,0,40,0
14883,45,Local-gov,10,Married-civ-spouse,Adm-clerical,Wife,White,0,1,0,40,0
14884,45,Private,10,Divorced,Exec-managerial,Not-in-family,White,0,0,0,40,0
14885,35,Private,13,Divorced,Other-service,Unmarried,White,1,0,0,40,0
14886,49,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,1,0,40,0
