,age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
13410,42,Private,107086,6,Separated,Machine-op-inspct,Wife,Asian-Pac-Islander,0,10,0,40,Hong,0
13411,31,Private,81895,13,Married-civ-spouse,Other-service,Husband,White,1,25,0,40,Cuba,0
13412,51,Private,175530,10,Divorced,Machine-op-inspct,Unmarried,White,0,0,0,40,United-States,0
13413,17,Private,234255,10,Never-married,Other-service,Other-relative,White,1,17,1,40,Mexico,0
13414,29,Private,266532,13,Never-married,Adm-clerical,Not-in-family,White,0,15,0,36,United-States,0
13415,40,,110968,13,Married-civ-spouse,,Husband,White,1,0,1740,21,United-States,0
13416,42,Private,411631,9,Married-civ-spouse,Transport-moving,Husband,White,0,0,0,40,United-States,0
13417,21,Private,37624,6,Married-civ-spouse,?,Own-child,White,0,7,0,40,United-States,0
13418,65,?,211238,10,Widowed,?,Not-in-family,Black,1,0,0,22,United-States,0
13419,51,Private,89475,13,Married-civ-spouse,Other-service,Wife,White,0,0,1,40,United-States,0
13420,26,Private,105590,9,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,United-States,0
13421,48,Private,199203,3,Divorced,Other-service,Not-in-family,Amer-Indian-Eskimo,0,2,0,61,United-States,0
13422,29,Private,96016,5,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,1,18,0,40,Philippines,0
13423,17,Private,343022,6,Never-married,Adm-clerical,Unmarried,White,0,16,0,36,United-States,0
13424,22,Self-emp-not-inc,225582,7,Married-civ-spouse,Farming-fishing,Not-in-family,White,1,0,0,40,United-States,0
13425,64,Self-emp-not-inc,26435,9,Widowed,Machine-op-inspct,Own-child,Asian-Pac-Islander,0,0,0,36,United-States,0
13426,27,Local-gov,544301,14,Married-civ-spouse,Handlers-cleaners,Husband,White,1,7561,0,45,Germany,0
13427,46,Self-emp-inc,200229,6,Never-married,Exec-managerial,Not-in-family,White,0,0,0,22,United-States,0
13428,27,Private,156493,6,Married-civ-spouse,Other-service,Wife,White,0,0,1,19,United-States,0
13429,46,Local-gov,185299,13,Separated,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,0,20,0,60,Jamaica,0
13430,27,Local-gov,177798,12,Never-married,Other-service,Other-relative,Asian-Pac-Islander,0,0,1,40,United-States,0
13431,75,Self-emp-not-inc,208516,9,Married-civ-spouse,Other-service,Husband,White,1,1,0,12,Scotland,0
13432,45,Private,101798,9,Married-civ-spouse,Transport-moving,Husband,White,1,27,0,54,United-States,0
13433,36,,118016,9,Widowed,,Unmarried,White,0,0,0,14,United-States,0
13434,39,Private,198350,10,Divorced,Other-service,Unmarried,Other,0,10,0,22,United-States,0
13435,57,Private,137112,9,Married-civ-spouse,Sales,Husband,White,1,7,1741,55,United-States,0
13436,34,Local-gov,86812,13,Divorced,Adm-clerical,Not-in-family,White,0,7,0,40,United-States,0
13437,24,State-gov,78480,14,Never-married,Prof-specialty,Husband,Asian-Pac-Islander,0,0,0,23,Germany,0
13438,38,Without-pay,181025,10,Married-civ-spouse,Exec-managerial,Husband,White,0,27,0,40,United-States,0
13439,46,Private,147139,14,Divorced,Exec-managerial,Not-in-family,White,0,0,0,35,United-States,0
13440,46,Private,110713,9,Divorced,Machine-op-inspct,Unmarried,Black,0,15,0,40,United-States,0
13441,57,Federal-gov,447615,9,Divorced,Other-service,Unmarried,Black,0,0,0,40,United-States,0
13442,47,Private,430821,11,Widowed,Exec-managerial,Husband,Amer-Indian-Eskimo,1,14,0,40,United-States,0
13443,35,Private,171379,13,Married-civ-spouse,Handlers-cleaners,Husband,White,1,17,0,40,United-States,0
13444,31,Self-emp-not-inc,47419,11,Never-married,Exec-managerial,Not-in-family,White,1,16,0,53,United-States,0
13445,29,Private,129945,9,Married-civ-spouse,Exec-managerial,Wife,White,0,0,0,50,United-States,0
13446,17,Private,308859,10,Never-married,Other-service,Own-child,White,0,0,0,36,United-States,0
13447,47,Private,361591,6,Married-civ-spouse,Exec-managerial,Wife,White,1,0,0,50,United-States,0
13448,28,Private,211458,3,Separated,Other-service,Unmarried,Other,0,0,0,40,Mexico,0
13449,24,Private,120851,13,Married-civ-spouse,Exec-managerial,Not-in-family,Asian-Pac-Islander,0,0,0,40,United-States,0
13450,38,,175058,9,Married-civ-spouse,Tech-support,Wife,Black,1,22,0,40,Hong,0
13451,47,?,250328,9,Divorced,Adm-clerical,Not-in-family,White,0,0,0,40,United-States,0
13452,40,Self-emp-inc,104561,9,Married-civ-spouse,Tech-support,Husband,White,1,7,0,40,United-States,0
13453,33,Private,235215,9,Married-civ-spouse,Handlers-cleaners,Husband,White,1,21,1,45,United-States,0
13454,45,Private,229725,3,Married-spouse-absent,Exec-managerial,Not-in-family,Other,0,21,0,37,Puerto-Rico,0
13455,44,Private,124208,9,Widowed,Other-service,Not-in-family,White,0,3,1,21,United-States,0
13456,53,Private,200552,10,Divorced,Craft-repair,Unmarried,White,0,8,0,40,United-States,0
13457,57,?,190867,13,Married-AF-spouse,Prof-specialty,Wife,White,0,7918,0,20,United-States,0
13458,60,Private,187424,9,Divorced,Craft-repair,Own-child,White,1,0,0,40,United-States,0
13459,44,,140507,9,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,0,10,0,40,England,0
13460,21,Private,74079,10,Never-married,Other-service,Own-child,Other,0,0,0,40,Mexico,0
13461,48,Private,224381,14,Divorced,Prof-specialty,Unmarried,White,1,3,0,45,United-States,0
13462,44,Private,119268,13,Married-civ-spouse,?,Husband,Black,1,0,0,13,United-States,0
13463,24,Private,490261,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,22,United-States,0
13464,46,Private,187455,9,Divorced,Exec-managerial,Unmarried,White,0,15,0,40,United-States,0
13465,34,Private,83330,13,Married-civ-spouse,Protective-serv,Husband,Other,1,4545,1754,40,United-States,0
13466,37,Local-gov,270439,9,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,1,20,0,50,United-States,0
13467,75,?,125474,14,Widowed,?,Not-in-family,White,0,8047,0,22,Thailand,0
13468,37,State-gov,351280,13,Never-married,Exec-managerial,Not-in-family,White,1,8,0,40,United-States,0
13469,38,Private,198529,11,Married-civ-spouse,Exec-managerial,Other-relative,White,0,0,0,60,United-States,0
13470,35,Private,138692,13,Married-civ-spouse,Other-service,Not-in-family,White,0,9,0,40,United-States,0
13471,35,Private,65878,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States,0
13472,34,Private,124647,13,Married-civ-spouse,Exec-managerial,Husband,White,1,8,0,45,United-States,0
13473,47,Private,120981,14,Divorced,Prof-specialty,Not-in-family,White,1,5,0,45,United-States,0
13474,51,Private,171678,7,Married-civ-spouse,Craft-repair,Husband,White,1,12,1,50,Trinadad&Tobago,0
13475,84,Self-emp-not-inc,161197,3,Separated,Other-service,Unmarried,White,0,28,1,30,United-States,0
13476,59,Local-gov,173908,13,Married-civ-spouse,Protective-serv,Husband,White,1,0,0,50,United-States,0
13477,45,Private,158099,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,1,17,0,21,Nicaragua,0
13478,42,Private,274368,9,Divorced,Machine-op-inspct,Unmarried,White,0,3161,0,20,United-States,0
13479,17,Private,91909,10,Never-married,Adm-clerical,Own-child,White,0,7,0,72,United-States,0
13480,20,Private,188652,9,Never-married,Other-service,Other-relative,White,1,18,0,55,,0
13481,17,Private,262451,13,Never-married,Handlers-cleaners,Own-child,Other,1,8,2136,20,El-Salvador,0
13482,37,State-gov,77709,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,1,20,1992,40,Laos,0
13483,34,Private,291099,6,Married-civ-spouse,Other-service,Husband,White,1,9,0,35,Puerto-Rico,0
13484,29,Private,431000,10,Married-civ-spouse,Farming-fishing,Husband,White,1,42,0,50,United-States,0
13485,40,Private,27166,13,Married-civ-spouse,Prof-specialty,Husband,Black,1,8,0,54,Iran,0
13486,25,Private,97563,13,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,United-States,0
13487,56,Private,500766,9,Married-civ-spouse,Other-service,Not-in-family,Black,1,2,0,40,United-States,0
13488,34,Without-pay,117103,15,Married-civ-spouse,,Husband,Asian-Pac-Islander,1,7456,1960,23,China,0
13489,26,Private,503284,9,Never-married,Exec-managerial,Own-child,White,1,0,0,40,United-States,0
13490,31,Private,508102,9,Divorced,Handlers-cleaners,Other-relative,Black,1,2,0,22,United-States,0
13491,23,Self-emp-inc,101561,7,Never-married,Handlers-cleaners,Not-in-family,White,1,31,0,52,United-States,0
13492,18,Private,213143,7,Never-married,Sales,Unmarried,White,0,5,0,36,United-States,0
13493,40,Private,145123,14,Never-married,Tech-support,Not-in-family,White,1,0,0,50,,0
13494,34,Private,229074,9,Married-civ-spouse,Adm-clerical,Wife,Black,0,11,1,25,Hong,0
13495,23,Private,84582,13,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,1,11,2027,40,,0
13496,59,Local-gov,162319,9,Separated,Other-service,Unmarried,White,0,12,0,40,United-States,0
13497,40,Private,88666,14,Never-married,Handlers-cleaners,Not-in-family,White,0,12,0,24,United-States,0
13498,51,Private,200732,10,Divorced,Handlers-cleaners,Own-child,White,0,25,0,52,United-States,0
13499,38,Self-emp-inc,109322,13,Married-civ-spouse,Exec-managerial,Wife,White,0,25,0,50,?,0
13500,29,State-gov,180089,13,Never-married,Prof-specialty,Wife,White,1,11,1809,40,United-States,0
13501,41,Self-emp-not-inc,120717,13,Widowed,?,Husband,White,0,31,0,40,United-States,0
13502,30,Private,207038,10,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,0,16,1,23,Germany,0
13503,38,Local-gov,68126,13,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,0,3,0,40,Vietnam,0
13504,30,Private,113092,13,Married-civ-spouse,Exec-managerial,Husband,White,1,29,0,40,?,0
13505,58,Local-gov,105386,9,Separated,Craft-repair,Not-in-family,White,0,0,0,40,United-States,0
13506,32,Self-emp-not-inc,192350,7,Married-spouse-absent,Adm-clerical,Own-child,White,1,0,0,40,Mexico,0
13507,37,Federal-gov,98834,7,Married-civ-spouse,Exec-managerial,Husband,White,1,3,0,40,Peru,0
13508,33,Private,177528,13,Married-civ-spouse,Transport-moving,Wife,White,0,8,0,40,United-States,0
13509,28,Self-emp-inc,138275,14,Married-civ-spouse,Prof-specialty,Husband,White,1,7516,0,45,United-States,0
13510,51,Private,326882,9,Married-civ-spouse,Sales,Husband,White,1,12,1770,50,Columbia,0
13511,17,Private,262754,9,Divorced,Transport-moving,Own-child,White,0,5,0,60,United-States,0
13512,31,Local-gov,190275,11,Married-civ-spouse,Prof-specialty,Not-in-family,Black,0,10,0,40,,0
13513,40,Private,92012,7,Married-civ-spouse,Exec-managerial,Wife,White,1,8,0,50,United-States,0
13514,36,Private,377836,3,Divorced,Sales,Unmarried,White,0,0,0,40,United-States,0
13515,54,Private,184921,13,Married-civ-spouse,Machine-op-inspct,Husband,White,1,6,0,40,Canada,0
13516,57,Private,168401,9,Married-civ-spouse,Sales,Husband,White,1,6,1896,23,Mexico,0
13517,18,Private,155208,10,Never-married,Handlers-cleaners,Own-child,White,0,8,0,21,United-States,0
13518,37,State-gov,359744,14,Married-civ-spouse,Machine-op-inspct,Husband,White,1,3,0,40,Cuba,0
13519,17,Private,231094,13,Never-married,Handlers-cleaners,Own-child,White,1,0,0,54,United-States,0
13520,27,Local-gov,103529,14,Never-married,Exec-managerial,Not-in-family,White,1,6,1,36,United-States,0
13521,52,Private,440238,13,Never-married,Handlers-cleaners,Other-relative,White,1,5,0,40,Mexico,0
13522,21,Private,172812,9,Never-married,Transport-moving,Own-child,White,1,1,0,40,United-States,0
13523,33,Private,112262,15,Divorced,Exec-managerial,Not-in-family,White,1,0,0,60,United-States,0
13524,36,Private,117388,9,Married-civ-spouse,Other-service,Husband,Other,1,17,0,40,Mexico,0
13525,35,Private,185492,14,Divorced,Exec-managerial,Not-in-family,Other,1,13,0,30,Ireland,0
13526,33,Local-gov,172512,14,Never-married,Prof-specialty,Not-in-family,White,0,8,0,48,United-States,0
13527,19,?,164908,12,Widowed,?,Not-in-family,White,0,24,0,21,Mexico,0
13528,35,State-gov,81847,6,Married-civ-spouse,Tech-support,Husband,White,1,0,0,55,United-States,0
13529,44,Private,153071,11,Divorced,Adm-clerical,Unmarried,White,0,12,0,40,United-States,0
13530,44,Private,223582,13,Married-civ-spouse,Adm-clerical,Wife,White,0,8,0,40,United-States,0
13531,17,Federal-gov,37701,10,Never-married,Adm-clerical,Own-child,White,0,0,0,35,United-States,0
13532,41,Private,181284,11,Divorced,Other-service,Unmarried,White,0,5,0,40,United-States,0
13533,36,Private,207900,9,Married-civ-spouse,Transport-moving,Not-in-family,White,1,0,0,60,United-States,0
13534,51,Self-emp-not-inc,177240,9,Married-civ-spouse,?,Unmarried,White,0,3636,0,19,United-States,0
13535,34,Private,216788,9,Married-civ-spouse,Exec-managerial,Husband,White,1,4501,1703,40,United-States,0
13536,32,Private,200638,7,Never-married,Other-service,Own-child,White,0,12,0,40,United-States,0
13537,34,Private,167176,10,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,0,7519,1901,38,Japan,0
13538,25,Local-gov,93689,14,Never-married,Craft-repair,Unmarried,White,1,0,0,40,Iran,0
13539,29,Private,142694,3,Married-civ-spouse,Exec-managerial,Other-relative,Black,1,0,0,40,Mexico,0
13540,31,Private,212265,7,Never-married,Other-service,Not-in-family,White,0,12,0,22,Portugal,0
13541,32,Private,110173,14,Married-civ-spouse,Prof-specialty,Husband,White,1,18,0,40,Nicaragua,0
13542,30,Private,127589,14,Never-married,Adm-clerical,Own-child,White,1,3626,0,40,?,0
13543,19,Private,64081,12,Never-married,Other-service,Own-child,Asian-Pac-Islander,0,15,1,48,Laos,0
13544,35,,276049,6,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,1,4,0,40,China,0
13545,20,Private,226549,9,Never-married,Handlers-cleaners,Own-child,Black,1,0,0,40,United-States,0
13546,46,Self-emp-not-inc,129568,9,Divorced,Sales,Not-in-family,White,0,0,0,21,United-States,0
13547,27,Private,121186,10,Never-married,Handlers-cleaners,Own-child,White,1,1,0,40,United-States,0
13548,43,Local-gov,186081,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,1,0,0,40,,0
13549,35,Private,169934,3,Divorced,Exec-managerial,Unmarried,White,0,24,0,40,Trinadad&Tobago,0
13550,68,Federal-gov,134996,6,Widowed,?,Not-in-family,White,0,0,0,21,United-States,0
13551,54,Private,326186,9,Divorced,Handlers-cleaners,Not-in-family,Black,1,17,0,40,United-States,0
13552,28,State-gov,129152,13,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,1,9,0,40,India,0
13553,49,,167287,13,Divorced,Adm-clerical,Wife,White,0,3,0,40,United-States,0
13554,65,Self-emp-not-inc,155610,9,Widowed,,Husband,White,1,11,0,40,United-States,0
13555,51,Private,101944,9,Divorced,Sales,Unmarried,White,0,0,0,20,United-States,0
13556,44,Federal-gov,85774,6,Married-civ-spouse,Machine-op-inspct,Husband,White,1,17,0,11,United-States,0
13557,25,State-gov,138506,13,Never-married,Adm-clerical,Own-child,White,1,13,0,23,United-States,0
13558,17,Private,231659,9,Never-married,Handlers-cleaners,Other-relative,White,0,0,0,40,United-States,0
13559,37,Local-gov,44383,6,Married-civ-spouse,Farming-fishing,Husband,White,1,17,0,11,United-States,0
13560,24,Private,182502,12,Never-married,Machine-op-inspct,Own-child,White,1,0,0,40,United-States,0
13561,29,Private,181841,9,Married-civ-spouse,Sales,Husband,White,1,25,0,55,United-States,0
13562,27,Private,150990,9,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,40,United-States,0
13563,42,Private,211568,9,Divorced,Handlers-cleaners,Not-in-family,White,1,9,0,45,United-States,0
13564,25,Private,200848,6,Divorced,Handlers-cleaners,Own-child,White,1,0,0,12,United-States,0
13565,23,Federal-gov,169965,13,Married-civ-spouse,Adm-clerical,Wife,White,0,14,0,40,United-States,0
13566,40,Private,123139,11,Divorced,Other-service,Not-in-family,White,0,0,0,40,United-States,0
13567,37,Private,261553,10,Divorced,Prof-specialty,Not-in-family,White,0,0,0,40,United-States,0
13568,29,Local-gov,161199,9,Married-civ-spouse,Sales,Husband,White,1,0,0,50,United-States,0
13569,18,Local-gov,227909,7,Never-married,Handlers-cleaners,Own-child,Black,1,0,0,40,United-States,0
13570,28,Private,297954,10,Never-married,Adm-clerical,Own-child,White,0,11,0,45,United-States,0
13571,51,Private,98368,10,Divorced,Machine-op-inspct,Not-in-family,Black,1,0,2106,50,?,0
13572,52,Private,185255,9,Married-civ-spouse,Transport-moving,Husband,White,1,16,0,40,United-States,0
13573,25,Private,212537,4,Never-married,Other-service,Own-child,Other,1,17,0,40,Guatemala,0
13574,32,Local-gov,323060,14,Never-married,Exec-managerial,Not-in-family,White,0,6,0,59,United-States,0
13575,30,Local-gov,151365,10,Never-married,Other-service,Other-relative,Asian-Pac-Islander,1,0,0,36,Laos,0
13576,34,Private,205693,9,Married-civ-spouse,Other-service,Husband,White,1,15,1,40,Canada,0
13577,63,Private,86202,9,Married-civ-spouse,Craft-repair,Husband,Black,1,10,0,55,United-States,0
13578,58,Private,106760,9,Married-civ-spouse,Sales,Husband,White,1,41,0,40,United-States,0
13579,19,Private,48546,7,Never-married,Handlers-cleaners,Own-child,White,1,26,0,35,United-States,0
13580,27,Private,170561,13,Never-married,Sales,Own-child,White,1,0,0,41,Trinadad&Tobago,0
13581,34,Private,88714,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,40,0,40,United-States,0
13582,81,?,166046,9,Widowed,?,Wife,White,0,19,0,19,United-States,0
13583,42,Private,179960,13,Never-married,Exec-managerial,Not-in-family,White,0,12,0,60,United-States,0
13584,28,Private,67630,6,Never-married,Other-service,Wife,White,0,22,0,21,United-States,0
13585,48,Private,149553,9,Married-spouse-absent,Handlers-cleaners,Other-relative,White,0,0,0,40,United-States,0
13586,43,Private,33769,5,Divorced,Tech-support,Unmarried,White,0,0,0,40,United-States,0
13587,45,Private,381436,9,Divorced,Exec-managerial,Unmarried,White,0,0,1,40,United-States,0
13588,25,Self-emp-not-inc,197459,9,Married-civ-spouse,Sales,Husband,White,1,12,1982,50,United-States,0
13589,27,Private,102126,6,Never-married,Other-service,Own-child,White,1,11,0,40,United-States,0
13590,37,Private,177217,9,Married-civ-spouse,Adm-clerical,Not-in-family,White,1,20,0,40,United-States,0
13591,19,Private,95415,10,Never-married,Other-service,Own-child,White,0,18,0,19,United-States,0
13592,17,Private,160177,7,Never-married,Other-service,Other-relative,Asian-Pac-Islander,1,0,0,40,Mexico,0
13593,43,Private,204655,10,Married-civ-spouse,Machine-op-inspct,Wife,White,0,17,0,45,United-States,0
13594,34,Local-gov,159684,6,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,0,13,0,20,India,0
13595,30,Private,163976,13,Married-civ-spouse,Machine-op-inspct,Husband,White,1,11,0,40,United-States,0
13596,63,Self-emp-not-inc,181990,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States,0
13597,40,Private,128916,7,Never-married,Handlers-cleaners,Not-in-family,White,1,4,1,55,United-States,0
13598,36,Federal-gov,478915,5,Married-civ-spouse,Exec-managerial,Husband,White,1,23,0,50,United-States,0
13599,28,Private,315484,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,1,40,United-States,0
13600,28,Private,119105,13,Never-married,Sales,Own-child,White,0,11,0,54,Dominican-Republic,0
13601,21,Private,162764,13,Never-married,Sales,Husband,White,1,13,0,50,United-States,0
13602,64,Local-gov,32115,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,1,18,0,40,United-States,0
13603,61,State-gov,100417,13,Married-civ-spouse,Prof-specialty,Husband,White,0,7614,0,50,United-States,0
13604,40,Private,85005,10,Divorced,Sales,Not-in-family,Other,0,7,1,45,United-States,0
13605,63,Self-emp-inc,117816,15,Married-civ-spouse,Prof-specialty,Husband,White,1,26,1746,23,United-States,0
13606,30,Private,124464,6,Never-married,Tech-support,Unmarried,Black,0,3,0,40,United-States,0
13607,19,Local-gov,276748,7,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,0,0,1,22,Hong,0
13608,65,Local-gov,348379,9,Married-civ-spouse,Sales,Not-in-family,White,1,13,1,40,United-States,0
13609,42,Private,263040,10,Separated,Other-service,Unmarried,White,0,0,0,40,United-States,0
13610,60,Local-gov,154648,9,Divorced,Other-service,Not-in-family,White,0,3876,0,34,United-States,0
13611,28,Private,244397,7,Never-married,Handlers-cleaners,Other-relative,Other,1,12,0,40,South,0
13612,32,Private,289257,14,Divorced,Prof-specialty,Not-in-family,White,0,4,0,40,El-Salvador,0
13613,41,Private,471893,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,1,7901,0,54,Scotland,0
13614,39,Private,92881,4,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,1,0,0,40,China,0
13615,45,Private,99863,9,Divorced,Exec-managerial,Husband,White,1,15,0,19,United-States,0
13616,47,State-gov,92751,14,Never-married,Prof-specialty,Not-in-family,White,1,2,0,60,United-States,0
13617,43,Self-emp-inc,148832,16,Never-married,Prof-specialty,Not-in-family,White,1,0,0,60,United-States,0
13618,65,,181167,10,Divorced,,Own-child,White,0,0,0,20,United-States,0
13619,33,,94270,14,Never-married,,Husband,White,1,14726,1721,30,United-States,0
13620,25,Private,184898,9,Married-civ-spouse,Handlers-cleaners,Own-child,White,1,4,0,40,United-States,0
13621,41,Private,163291,13,Married-civ-spouse,Exec-managerial,Wife,White,0,7165,0,40,United-States,0
13622,34,Private,102177,14,Never-married,Adm-clerical,Not-in-family,White,0,3547,0,40,United-States,0
13623,40,Private,193297,9,Married-civ-spouse,Handlers-cleaners,Husband,White,1,39,0,40,United-States,0
13624,60,Federal-gov,192383,9,Divorced,Adm-clerical,Unmarried,White,0,10,0,40,United-States,0
13625,32,Private,171593,9,Divorced,Adm-clerical,Wife,Amer-Indian-Eskimo,0,10,0,40,United-States,0
13626,32,Private,197724,9,Separated,Exec-managerial,Unmarried,White,0,14,0,40,United-States,0
13627,42,Private,129477,14,Separated,Adm-clerical,Not-in-family,White,0,1,0,60,United-States,0
13628,26,Private,165962,13,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,40,United-States,0
13629,26,Private,93648,13,Never-married,Exec-managerial,Not-in-family,White,1,6,0,50,United-States,0
13630,34,Local-gov,77083,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,1,0,0,40,Vietnam,0
13631,57,Private,198578,2,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,1,0,0,21,South,0
13632,28,Private,233286,7,Never-married,Adm-clerical,Other-relative,Black,0,1,0,40,United-States,0
13633,53,Private,107299,9,Married-AF-spouse,Other-service,Wife,White,0,6,0,22,United-States,0
13634,40,Self-emp-inc,138682,6,Married-civ-spouse,Sales,Husband,White,1,29,1,35,United-States,0
13635,47,Private,333683,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,20,United-States,0
13636,40,Private,122805,10,Divorced,Exec-managerial,Husband,White,1,14,0,40,United-States,0
13637,41,Federal-gov,105687,10,Married-civ-spouse,Exec-managerial,Husband,White,1,43,0,40,United-States,0
13638,42,Private,92617,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,30,Mexico,0
13639,41,Private,43982,10,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,0,10,0,40,United-States,0
13640,42,Local-gov,52460,9,Married-civ-spouse,Craft-repair,Husband,White,1,8,0,40,Peru,0
13641,51,Private,171609,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,United-States,0
13642,62,?,166451,10,Widowed,?,Not-in-family,White,0,3,1,40,United-States,0
13643,28,Local-gov,209807,6,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,1,0,0,40,United-States,0
13644,37,Never-worked,121676,9,Married-civ-spouse,Tech-support,Husband,White,1,0,0,40,United-States,0
13645,49,Private,173806,10,Married-AF-spouse,Other-service,Wife,White,0,0,0,30,United-States,0
13646,47,Self-emp-inc,97446,9,Married-civ-spouse,Exec-managerial,Husband,White,1,20,0,53,United-States,0
13647,37,Private,341452,9,Married-civ-spouse,Craft-repair,Husband,White,1,14,0,40,Mexico,0
13648,40,Private,154327,9,Divorced,Exec-managerial,Not-in-family,White,0,0,0,45,United-States,0
13649,20,Private,158940,7,Never-married,Farming-fishing,Not-in-family,White,1,3,0,59,United-States,0
13650,41,Private,142355,9,Married-civ-spouse,Transport-moving,Husband,Other,1,11,0,40,United-States,0
13651,18,Private,180384,9,Never-married,Sales,Own-child,White,1,34,0,57,United-States,0
13652,28,State-gov,287423,9,Never-married,Adm-clerical,Not-in-family,White,1,16,0,51,United-States,0
13653,51,Federal-gov,231197,9,Never-married,Other-service,Not-in-family,White,0,8,0,40,United-States,0
13654,48,Private,197203,11,Divorced,Exec-managerial,Unmarried,White,0,8,0,36,United-States,0
13655,52,Private,111168,9,Divorced,Exec-managerial,Unmarried,White,0,3601,0,40,Japan,0
13656,26,Local-gov,112829,13,Married-civ-spouse,Prof-specialty,Husband,White,0,0,0,40,United-States,0
13657,29,Private,406483,9,Divorced,Craft-repair,Not-in-family,Black,1,0,0,40,United-States,0
13658,20,Private,81431,9,Never-married,Farming-fishing,Own-child,White,1,22,1,50,United-States,0
13659,30,Federal-gov,106973,6,Married-civ-spouse,Exec-managerial,Not-in-family,White,1,19,1,48,United-States,0
13660,19,Private,190413,7,Never-married,Handlers-cleaners,Own-child,White,1,0,0,46,United-States,0
13661,40,Self-emp-not-inc,225737,13,Married-civ-spouse,Exec-managerial,Husband,White,1,8,0,40,United-States,0
13662,26,Private,217146,13,Never-married,Exec-managerial,Own-child,Other,1,6,0,23,Columbia,0
13663,28,Private,194089,7,Never-married,Craft-repair,Own-child,Other,0,0,0,40,Taiwan,0
13664,24,Private,161754,9,Never-married,Priv-house-serv,Wife,White,0,0,0,40,United-States,0
13665,74,?,141452,10,Widowed,?,Not-in-family,White,0,0,0,12,United-States,0
13666,71,Self-emp-not-inc,185997,9,Divorced,Craft-repair,Not-in-family,White,1,2,0,19,United-States,0
13667,38,Never-worked,234140,9,Widowed,Machine-op-inspct,Not-in-family,Black,0,7,0,12,United-States,0
13668,34,Private,132174,7,Divorced,Machine-op-inspct,Not-in-family,White,0,0,0,40,United-States,0
13669,34,Federal-gov,141072,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,0,0,0,51,United-States,0
13670,38,Local-gov,268469,3,Separated,Other-service,Unmarried,White,0,0,0,50,United-States,0
13671,20,Private,118081,11,Never-married,Other-service,Not-in-family,White,0,20,0,40,United-States,0
13672,58,Local-gov,120333,9,Married-civ-spouse,,Not-in-family,Asian-Pac-Islander,0,15,0,12,United-States,0
13673,36,Self-emp-not-inc,199147,13,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,0,2,0,60,United-States,0
13674,33,Private,85427,13,Married-civ-spouse,Handlers-cleaners,Husband,White,1,3,0,40,United-States,0
13675,35,State-gov,30502,14,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,1,15294,0,50,United-States,0
13676,43,Private,100508,9,Married-civ-spouse,Exec-managerial,Husband,White,1,3,0,40,United-States,0
13677,28,Private,162165,9,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,1,4,0,40,Puerto-Rico,0
13678,24,Private,189410,13,Never-married,Exec-managerial,Own-child,White,0,7283,0,40,United-States,0
13679,51,Self-emp-inc,103293,16,Divorced,Prof-specialty,Not-in-family,White,0,14955,0,45,United-States,0
