,age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
24170,17,,118234,9,Never-married,Handlers-cleaners,Own-child,White,0,0,0,36,United-States,0
24171,29,Private,115275,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,United-States,0
24172,25,?,169521,7,Married-civ-spouse,?,Husband,Black,1,0,0,9,United-States,0
24173,21,Private,150602,10,Separated,Other-service,Unmarried,White,0,0,0,40,United-States,0
24174,36,Federal-gov,66985,9,Married-civ-spouse,Armed-Forces,Unmarried,White,1,0,0,45,United-States,0
24175,57,?,367375,9,Married-civ-spouse,?,Wife,Other,0,0,0,20,United-States,0
24176,54,Without-pay,175176,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,74,United-States,0
24177,48,Private,102150,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,56,United-States,0
24178,29,Private,274141,9,Never-married,Adm-clerical,Husband,White,1,0,0,40,United-States,0
24179,47,Private,120121,10,Never-married,Exec-managerial,Not-in-family,Black,0,0,0,25,United-States,0
24180,30,Private,160366,13,Married-civ-spouse,Adm-clerical,Wife,White,0,0,0,20,United-States,0
24181,47,Private,175393,9,Never-married,Adm-clerical,Other-relative,White,0,0,0,25,United-States,0
24182,48,,83368,14,Married-civ-spouse,,Husband,White,0,0,0,5,United-States,0
24183,35,Local-gov,285121,13,Married-civ-spouse,Prof-specialty,Husband,Black,1,0,1414,40,United-States,0
24184,30,Private,188329,9,Never-married,Transport-moving,Unmarried,White,0,0,0,40,United-States,0
24185,36,State-gov,41631,10,Divorced,Priv-house-serv,Not-in-family,White,1,0,0,50,United-States,0
24186,49,Private,394019,11,Married-AF-spouse,Exec-managerial,Unmarried,Black,0,0,0,6,United-States,0
24187,34,Private,182563,13,Married-civ-spouse,Prof-specialty,Own-child,White,1,0,0,58,Hungary,0
24188,56,Private,224254,5,Married-civ-spouse,Sales,Husband,White,0,0,0,40,United-States,0
24189,36,Private,221986,9,Never-married,Adm-clerical,Unmarried,White,0,0,0,40,United-States,0
24190,22,Private,296439,9,Never-married,Craft-repair,Husband,White,1,0,1020,40,England,0
24191,57,Private,201563,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States,0
24192,60,Private,203783,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,1780,40,United-States,0
24193,66,Private,241188,11,Never-married,Armed-Forces,Unmarried,White,1,0,0,66,Dominican-Republic,0
24194,34,Private,121655,7,Never-married,Adm-clerical,Not-in-family,White,1,0,0,67,United-States,0
24195,22,Private,90871,9,Never-married,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,1,0,0,40,United-States,0
24196,36,Federal-gov,186335,9,Never-married,Other-service,Other-relative,White,0,0,0,16,United-States,0
24197,32,Private,224094,13,Married-civ-spouse,Prof-specialty,Husband,Other,1,0,1088,50,Taiwan,0
24198,64,Private,240665,14,Divorced,Prof-specialty,Not-in-family,White,0,0,0,15,United-States,0
24199,17,Private,242682,9,Never-married,Other-service,Unmarried,White,0,0,0,15,United-States,0
24200,35,Private,133251,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,1113,55,United-States,0
24201,71,Private,175404,10,Widowed,Sales,Wife,White,0,0,0,45,United-States,0
24202,67,State-gov,357839,9,Widowed,?,Unmarried,White,0,0,0,40,United-States,0
24203,49,State-gov,47483,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,45,United-States,0
24204,40,Without-pay,411641,9,Never-married,Craft-repair,Own-child,White,1,0,0,40,United-States,0
24205,20,Private,186177,13,Never-married,Farming-fishing,Own-child,White,1,0,0,40,United-States,0
24206,58,Never-worked,122418,13,Married-civ-spouse,?,Husband,Other,1,0,0,40,Hong,0
24207,22,Private,163162,9,Divorced,Exec-managerial,Unmarried,White,0,0,0,40,United-States,0
24208,38,Private,92761,13,Married-civ-spouse,Sales,Husband,White,1,0,2593,58,United-States,0
24209,40,Private,173338,10,Divorced,Machine-op-inspct,Own-child,White,0,0,0,40,United-States,0
24210,20,Private,323325,9,Never-married,Farming-fishing,Own-child,White,1,0,0,50,United-States,0
24211,26,Private,277842,13,Married-civ-spouse,Tech-support,Wife,Asian-Pac-Islander,0,0,0,40,Philippines,0
24212,34,Private,326538,9,Divorced,Craft-repair,Other-relative,White,1,0,0,50,United-States,0
24213,31,Private,287058,9,Never-married,Handlers-cleaners,Other-relative,White,1,0,0,40,United-States,0
24214,31,Private,211436,9,Divorced,Protective-serv,Not-in-family,White,1,0,0,40,United-States,0
24215,62,Private,175391,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States,0
24216,27,,28598,9,Married-civ-spouse,Other-service,Husband,White,1,3505,1705,40,United-States,0
24217,20,Private,307356,14,Divorced,Adm-clerical,Not-in-family,White,0,0,0,50,United-States,0
24218,63,Private,112755,11,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,United-States,0
24219,27,Private,95070,9,Never-married,Adm-clerical,Own-child,White,0,0,0,40,United-States,0
24220,21,Federal-gov,29036,9,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,0,0,0,58,United-States,0
24221,27,Private,169922,10,Married-civ-spouse,Tech-support,Not-in-family,White,1,5850,0,51,United-States,0
24222,65,Self-emp-not-inc,182846,9,Divorced,Other-service,Not-in-family,White,0,0,0,50,United-States,0
24223,36,Private,196831,10,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,0,0,0,40,Taiwan,0
24224,42,Private,193383,9,Married-civ-spouse,Sales,Wife,White,0,0,0,45,United-States,0
24225,45,Local-gov,205618,9,Married-civ-spouse,Craft-repair,Husband,Other,1,0,1890,45,United-States,0
24226,38,Private,113680,7,Never-married,Adm-clerical,Own-child,Black,0,0,0,40,Puerto-Rico,0
24227,21,Private,230878,9,Never-married,Other-service,Other-relative,White,0,0,0,33,Italy,0
24228,47,Private,332579,7,Married-civ-spouse,Craft-repair,Husband,White,1,0,1200,45,Mexico,0
24229,36,Private,97621,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,829,54,Haiti,0
24230,52,,242148,9,Divorced,?,Own-child,White,1,0,0,20,United-States,0
24231,41,Private,320868,9,Divorced,Sales,Unmarried,White,0,0,0,40,United-States,0
24232,64,Private,101739,9,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,52,United-States,0
24233,38,Private,147568,9,Never-married,Handlers-cleaners,Husband,White,1,0,0,40,United-States,0
24234,54,,263110,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,2224,16,United-States,0
24235,59,Private,185980,7,Married-spouse-absent,Other-service,Not-in-family,White,1,0,0,35,Mexico,0
24236,29,Self-emp-not-inc,599978,13,Divorced,Prof-specialty,Unmarried,White,1,8168,0,68,United-States,0
24237,44,?,244514,9,Married-civ-spouse,?,Husband,White,1,0,2337,12,United-States,0
24238,40,Self-emp-not-inc,101126,12,Never-married,Adm-clerical,Own-child,White,0,0,0,16,United-States,0
24239,22,Private,174020,10,Never-married,Sales,Not-in-family,White,0,0,2817,58,United-States,0
24240,60,Private,192263,9,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,United-States,0
24241,34,Private,302621,7,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,England,0
24242,35,State-gov,343184,16,Married-civ-spouse,Prof-specialty,Husband,White,1,0,753,45,United-States,0
24243,33,Private,419807,12,Never-married,Sales,Other-relative,White,1,0,0,40,Haiti,0
24244,26,Private,210615,12,Never-married,Handlers-cleaners,Husband,White,1,0,0,50,United-States,0
24245,21,Private,217283,9,Never-married,Adm-clerical,Own-child,White,0,0,0,34,United-States,0
24246,41,Private,297405,9,Widowed,Other-service,Other-relative,White,0,0,0,33,United-States,0
24247,38,State-gov,231216,13,Never-married,Prof-specialty,Wife,Asian-Pac-Islander,0,0,1856,40,India,0
24248,32,Private,155599,9,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,1903,60,France,0
24249,35,Private,356142,9,Married-civ-spouse,Exec-managerial,Not-in-family,White,1,0,0,40,United-States,0
24250,70,Private,175433,13,Married-civ-spouse,Exec-managerial,Not-in-family,White,0,0,1446,59,United-States,0
24251,35,Private,107541,7,Married-AF-spouse,Exec-managerial,Unmarried,White,0,0,0,36,United-States,0
24252,35,Private,194513,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,1082,40,Cuba,0
24253,51,?,146482,7,Married-civ-spouse,?,Wife,White,0,0,0,9,United-States,0
24254,60,Self-emp-not-inc,140727,14,Never-married,?,Husband,White,1,0,1796,17,United-States,0
24255,36,Private,358323,9,Married-civ-spouse,Other-service,Other-relative,White,0,0,0,36,Nicaragua,0
24256,29,Private,327498,9,Married-AF-spouse,Exec-managerial,Unmarried,White,0,0,0,56,United-States,0
24257,20,Federal-gov,253817,10,Never-married,Adm-clerical,Own-child,White,0,0,0,40,Cuba,0
24258,58,Private,120177,12,Married-civ-spouse,Handlers-cleaners,Husband,White,0,0,0,62,United-States,0
24259,26,State-gov,270626,9,Never-married,Other-service,Not-in-family,White,0,0,0,50,United-States,0
24260,31,Private,267987,9,Married-civ-spouse,Craft-repair,Husband,White,0,0,0,59,United-States,0
24261,18,Private,291764,10,Never-married,Other-service,Own-child,Black,0,0,0,40,United-States,0
24262,38,State-gov,79257,13,Married-civ-spouse,Craft-repair,Husband,Black,1,0,1922,35,Cuba,0
24263,34,Private,202201,9,Never-married,Craft-repair,Not-in-family,White,1,0,0,40,United-States,0
24264,63,Private,196269,9,Divorced,Farming-fishing,Husband,White,1,0,0,50,United-States,0
24265,56,Self-emp-not-inc,133013,6,Divorced,Tech-support,Unmarried,Black,0,0,0,40,United-States,0
24266,50,Private,125080,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,57,United-States,0
24267,40,Private,360801,9,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,United-States,0
24268,26,Private,285176,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,0,0,0,40,Portugal,0
24269,19,Private,184024,9,Never-married,Handlers-cleaners,Own-child,White,1,0,0,40,United-States,0
24270,24,Private,182307,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,70,United-States,0
24271,25,Private,219658,9,Never-married,Other-service,Not-in-family,White,1,0,0,32,United-States,0
24272,37,Private,147838,10,Never-married,Other-service,Not-in-family,White,0,0,0,34,United-States,0
24273,31,Private,245621,7,Married-civ-spouse,Other-service,Own-child,White,0,0,849,40,Outlying-US(Guam-USVI-etc),0
24274,21,Private,218769,10,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,0,0,0,40,United-States,0
24275,56,,238776,5,Married-civ-spouse,Other-service,Husband,White,1,0,1127,40,Puerto-Rico,0
24276,30,Private,325025,13,Never-married,Transport-moving,Not-in-family,White,1,0,0,40,United-States,0
24277,53,Private,314648,9,Married-civ-spouse,Sales,Husband,White,1,0,0,14,,0
24278,23,Private,354912,7,Never-married,Handlers-cleaners,Own-child,White,0,0,0,34,Mexico,0
24279,40,Self-emp-not-inc,131946,10,Never-married,Prof-specialty,Not-in-family,White,0,0,0,62,United-States,0
24280,44,Private,258719,10,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,60,United-States,0
24281,41,Private,228942,5,Married-civ-spouse,Machine-op-inspct,Husband,Black,1,0,3052,62,United-States,0
24282,63,Private,217537,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,62,United-States,0
24283,55,Never-worked,214731,13,Married-civ-spouse,?,Husband,White,1,0,0,10,United-States,0
24284,21,Private,159407,10,Never-married,Sales,Not-in-family,White,0,0,0,33,United-States,0
24285,34,Private,312996,4,Never-married,Farming-fishing,Not-in-family,Other,1,0,0,34,Mexico,0
24286,46,Private,157029,9,Never-married,Exec-managerial,Not-in-family,White,1,0,0,53,United-States,0
24287,78,Private,190238,9,Married-civ-spouse,Craft-repair,Husband,White,1,4144,0,40,United-States,0
24288,28,State-gov,121451,9,Never-married,Transport-moving,Own-child,White,1,0,0,40,Mexico,0
24289,56,Self-emp-not-inc,61789,16,Never-married,Prof-specialty,Not-in-family,White,0,0,0,50,Puerto-Rico,0
24290,63,Private,174291,11,Married-civ-spouse,Adm-clerical,Wife,White,0,0,0,40,United-States,0
24291,63,Private,208804,9,Widowed,Priv-house-serv,Unmarried,White,0,0,0,33,,0
24292,29,Private,177534,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,62,,0
24293,36,Self-emp-inc,154594,13,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,59,United-States,0
24294,40,Private,69423,13,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States,0
24295,20,State-gov,131213,10,Never-married,Adm-clerical,Own-child,White,0,0,0,40,United-States,0
24296,66,Private,251930,9,Married-civ-spouse,Other-service,Husband,White,1,0,0,45,United-States,0
24297,24,Private,109199,9,Never-married,Adm-clerical,Not-in-family,Black,0,0,0,40,United-States,0
24298,34,Self-emp-not-inc,278642,9,Married-civ-spouse,Handlers-cleaners,Husband,White,1,5816,3090,34,United-States,0
24299,27,Private,231673,11,Married-civ-spouse,Prof-specialty,Wife,White,0,0,2281,60,United-States,0
24300,56,Private,169001,10,Married-civ-spouse,Adm-clerical,Wife,White,0,0,0,40,Italy,0
24301,61,Private,149335,13,Married-civ-spouse,Other-service,Husband,White,1,0,0,40,Guatemala,0
24302,38,Private,231870,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,2051,45,United-States,0
24303,23,Local-gov,204028,13,Never-married,Other-service,Not-in-family,White,0,0,0,35,United-States,0
24304,35,Private,78954,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,55,?,0
24305,38,Private,313220,10,Separated,Other-service,Unmarried,White,0,0,0,25,United-States,0
24306,28,Never-worked,33736,14,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,0,0,0,40,United-States,0
24307,23,Private,178932,9,Never-married,Other-service,Own-child,White,0,0,0,36,United-States,0
24308,27,?,251553,12,Divorced,?,Not-in-family,White,1,0,0,50,United-States,0
24309,48,Private,196297,9,Divorced,Exec-managerial,Not-in-family,White,1,0,0,50,United-States,0
24310,61,Private,245282,14,Married-civ-spouse,Other-service,Husband,White,1,0,1969,37,United-States,0
24311,50,Without-pay,271708,13,Married-spouse-absent,Exec-managerial,Other-relative,Asian-Pac-Islander,0,0,0,33,United-States,0
24312,29,Private,44446,13,Married-civ-spouse,Sales,Husband,White,1,8449,0,50,United-States,0
24313,39,Private,277197,9,Married-spouse-absent,Craft-repair,Not-in-family,White,1,0,0,40,United-States,0
24314,40,Private,279631,9,Never-married,Adm-clerical,Not-in-family,White,0,0,0,50,United-States,0
24315,58,Private,240980,9,Never-married,Other-service,Own-child,White,0,0,0,34,Mexico,0
24316,40,Local-gov,244782,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,2340,15,United-States,0
24317,34,Private,231413,13,Married-civ-spouse,Exec-managerial,Wife,White,0,0,0,50,United-States,0
24318,42,Self-emp-inc,94154,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,1,7000,0,54,Taiwan,0
24319,37,Private,369056,9,Divorced,Adm-clerical,Unmarried,White,0,0,0,40,United-States,0
24320,60,Private,298049,10,Divorced,Other-service,Unmarried,White,0,0,0,40,United-States,0
24321,51,Self-emp-not-inc,120839,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States,0
24322,31,Private,444833,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,United-States,0
24323,65,?,248121,9,Widowed,?,Not-in-family,White,0,0,0,9,United-States,0
24324,42,Private,90071,14,Married-spouse-absent,Adm-clerical,Not-in-family,White,0,0,0,61,United-States,0
24325,29,Private,202644,10,Never-married,Exec-managerial,Not-in-family,Black,0,0,0,40,United-States,0
24326,31,Federal-gov,295370,10,Married-civ-spouse,Sales,Husband,White,1,6582,0,40,United-States,0
24327,54,,24551,10,Never-married,,Own-child,Black,1,0,0,10,United-States,0
24328,24,Private,102309,9,Never-married,Exec-managerial,Own-child,White,1,0,0,60,United-States,0
24329,48,?,364816,13,Married-civ-spouse,?,Husband,White,1,0,0,8,Outlying-US(Guam-USVI-etc),0
24330,27,Never-worked,291547,10,Married-civ-spouse,Adm-clerical,Husband,White,0,0,0,40,United-States,0
24331,23,Private,145529,10,Never-married,Exec-managerial,Own-child,White,1,0,1761,40,United-States,0
24332,27,State-gov,287254,12,Never-married,Protective-serv,Not-in-family,Amer-Indian-Eskimo,1,0,0,40,United-States,0
24333,24,Federal-gov,40854,10,Never-married,Adm-clerical,Unmarried,White,0,0,0,40,United-States,0
24334,32,Self-emp-not-inc,336199,10,Never-married,Adm-clerical,Unmarried,Black,0,0,0,40,United-States,0
24335,22,Private,387282,10,Married-civ-spouse,Other-service,Husband,White,1,0,0,40,?,0
24336,36,Federal-gov,314351,14,Divorced,Prof-specialty,Not-in-family,Black,0,0,0,40,United-States,0
24337,63,,291848,9,Separated,Transport-moving,Not-in-family,Black,0,0,0,47,?,0
24338,17,Private,199785,7,Never-married,Other-service,Own-child,White,0,0,0,45,United-States,0
24339,58,,174865,4,Widowed,,Not-in-family,Black,0,0,0,12,El-Salvador,0
24340,55,?,218840,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,76,United-States,0
24341,22,Private,355846,9,Never-married,Sales,Own-child,White,0,0,0,36,United-States,0
24342,19,Private,256186,9,Never-married,Other-service,Own-child,Black,1,0,0,40,United-States,0
24343,46,Private,154373,9,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,0,0,0,12,England,0
24344,48,Private,355528,14,Never-married,Sales,Not-in-family,Other,1,0,0,45,Cuba,0
24345,53,Self-emp-not-inc,99834,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,3445,61,United-States,0
24346,35,Private,223151,4,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,Portugal,0
24347,42,State-gov,337610,10,Never-married,Craft-repair,Not-in-family,White,1,0,0,40,United-States,0
24348,39,Private,342517,9,Married-spouse-absent,Transport-moving,Unmarried,White,1,0,0,61,United-States,0
24349,67,?,223281,9,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,58,United-States,0
24350,39,Private,184581,9,Married-civ-spouse,Exec-managerial,Wife,White,0,8702,0,45,United-States,0
24351,55,Local-gov,280675,9,Widowed,Adm-clerical,Not-in-family,Black,0,0,0,16,United-States,0
24352,67,Private,211359,9,Married-civ-spouse,Sales,Husband,White,1,0,0,54,France,0
24353,49,Local-gov,35156,14,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,0,0,0,50,United-States,0
24354,65,Private,212418,9,Married-spouse-absent,Priv-house-serv,Unmarried,White,0,0,0,33,Mexico,0
24355,57,Private,199980,9,Married-spouse-absent,Priv-house-serv,Not-in-family,White,0,0,0,55,Mexico,0
24356,38,State-gov,212865,13,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,Outlying-US(Guam-USVI-etc),0
24357,48,Self-emp-inc,506792,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,59,United-States,0
24358,19,Private,360114,10,Never-married,Adm-clerical,Other-relative,Black,1,0,0,40,Puerto-Rico,0
24359,53,Private,213501,7,Separated,Other-service,Not-in-family,White,0,0,0,32,United-States,0
24360,50,Self-emp-inc,264808,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,84,United-States,0
24361,58,Federal-gov,171494,14,Married-civ-spouse,Prof-specialty,Wife,White,1,0,0,50,United-States,0
24362,44,Federal-gov,188970,9,Married-civ-spouse,Craft-repair,Husband,Black,1,0,1784,11,United-States,0
24363,36,Private,306190,9,Divorced,Protective-serv,Not-in-family,White,1,0,0,58,United-States,0
24364,50,Self-emp-not-inc,104778,14,Divorced,Exec-managerial,Not-in-family,White,1,0,0,45,United-States,0
24365,26,Private,282752,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,0,0,0,50,Philippines,0
24366,19,?,395330,9,Never-married,?,Own-child,White,1,0,0,50,United-States,0
24367,19,Private,32210,4,Never-married,Farming-fishing,Own-child,White,1,0,1826,57,United-States,0
24368,65,Private,268535,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,56,United-States,0
24369,30,Private,232583,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,1897,45,Cuba,0
24370,59,Private,328691,9,Divorced,Exec-managerial,Not-in-family,White,0,0,0,50,United-States,0
24371,41,Private,306902,10,Never-married,Handlers-cleaners,Other-relative,White,0,0,0,9,United-States,0
24372,35,?,118951,4,Married-civ-spouse,Craft-repair,Husband,Other,1,0,0,56,Japan,0
24373,31,Federal-gov,349509,10,Divorced,Adm-clerical,Not-in-family,Black,0,0,0,40,United-States,0
24374,21,Federal-gov,133574,10,Never-married,Exec-managerial,Unmarried,White,0,0,0,40,United-States,0
24375,41,Private,262394,9,Married-civ-spouse,Tech-support,Wife,White,1,0,0,58,United-States,0
24376,32,Private,222761,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,2712,40,United-States,0
24377,25,Private,173037,10,Divorced,Priv-house-serv,Unmarried,White,0,0,0,33,United-States,0
24378,43,Private,242858,9,Divorced,Craft-repair,Not-in-family,White,1,0,1662,58,United-States,0
24379,28,State-gov,253397,9,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,Hungary,0
24380,56,State-gov,397664,14,Never-married,Exec-managerial,Not-in-family,White,1,0,1028,40,United-States,0
24381,23,Private,271961,7,Never-married,Handlers-cleaners,Own-child,White,1,0,0,38,United-States,0
24382,40,Private,58018,14,Married-civ-spouse,Adm-clerical,Wife,White,0,0,0,50,United-States,0
24383,24,Private,180230,7,Never-married,Craft-repair,Not-in-family,White,1,0,0,35,United-States,0
24384,43,Private,177360,9,Married-spouse-absent,Other-service,Other-relative,White,0,6533,0,38,Canada,0
24385,32,Federal-gov,26415,14,Married-civ-spouse,Prof-specialty,Husband,Black,1,0,0,40,United-States,0
24386,37,Local-gov,143184,9,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,United-States,0
24387,44,State-gov,249657,10,Never-married,Handlers-cleaners,Husband,White,1,0,0,50,United-States,0
24388,26,Private,248384,9,Never-married,Other-service,Other-relative,Other,1,0,0,33,Dominican-Republic,0
24389,51,Private,273104,14,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,49,United-States,0
24390,59,Private,272756,7,Married-AF-spouse,Other-service,Not-in-family,Black,0,0,0,7,United-States,0
24391,53,Private,251800,10,Divorced,Adm-clerical,Not-in-family,White,0,0,2645,40,United-States,0
24392,22,Private,286102,11,Never-married,Prof-specialty,Unmarried,White,0,0,0,40,El-Salvador,0
24393,42,Local-gov,188773,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,1941,45,United-States,0
24394,37,Private,132774,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,70,United-States,0
24395,58,Private,111663,9,Separated,Priv-house-serv,Unmarried,Black,0,0,0,40,United-States,0
24396,58,Private,179012,9,Separated,Other-service,Unmarried,White,0,0,0,20,United-States,0
24397,49,Private,175982,9,Married-spouse-absent,Other-service,Unmarried,Black,0,0,0,36,South,0
24398,25,Private,173453,9,Divorced,Other-service,Unmarried,White,0,0,0,34,United-States,0
24399,22,Private,140799,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States,0
24400,34,State-gov,177854,14,Married-civ-spouse,Exec-managerial,Husband,White,1,6522,2236,45,United-States,0
24401,62,Private,317407,7,Married-spouse-absent,Other-service,Not-in-family,White,0,0,0,50,United-States,0
24402,57,State-gov,27906,14,Never-married,Prof-specialty,Not-in-family,White,0,0,1632,60,United-States,0
24403,52,Private,194396,9,Divorced,Machine-op-inspct,Not-in-family,White,1,0,0,40,United-States,0
24404,43,Private,123632,5,Married-civ-spouse,Other-service,Wife,Black,0,0,0,40,United-States,0
24405,60,Private,185975,7,Married-civ-spouse,?,Husband,White,1,0,2378,40,?,0
24406,25,Private,122897,7,Never-married,Exec-managerial,Own-child,White,1,0,0,40,United-States,0
24407,27,Private,129580,7,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,1,0,0,40,Hong,0
24408,35,Private,316979,12,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,United-States,0
24409,34,Private,320242,13,Never-married,Transport-moving,Not-in-family,White,1,0,0,58,United-States,0
24410,21,Private,101911,7,Never-married,Other-service,Not-in-family,White,0,0,0,31,United-States,0
24411,41,Private,240102,9,Married-civ-spouse,Other-service,Husband,White,1,0,0,40,Philippines,0
24412,44,Without-pay,173022,9,Married-spouse-absent,Other-service,Not-in-family,Amer-Indian-Eskimo,1,0,0,16,United-States,0
24413,68,,360279,9,Married-civ-spouse,,Husband,White,1,0,1885,8,Ecuador,0
24414,62,?,56518,9,Married-civ-spouse,?,Wife,White,1,0,0,25,Italy,0
24415,18,Private,96717,9,Never-married,Adm-clerical,Own-child,White,0,0,0,36,United-States,0
24416,69,?,123489,10,Widowed,?,Not-in-family,White,0,0,0,34,Germany,0
24417,21,Private,235027,9,Never-married,Adm-clerical,Own-child,White,0,0,0,40,?,0
24418,23,State-gov,248345,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,0,0,0,40,Jamaica,0
24419,57,Private,112008,9,Divorced,Other-service,Not-in-family,White,0,0,0,40,United-States,0
24420,30,State-gov,421519,10,Never-married,Transport-moving,Not-in-family,Black,1,0,0,40,United-States,0
24421,46,Self-emp-inc,287695,16,Married-civ-spouse,Prof-specialty,Husband,White,1,0,805,66,United-States,0
24422,42,Private,193739,10,Divorced,Priv-house-serv,Not-in-family,White,0,0,0,9,United-States,0
24423,29,Private,188381,10,Never-married,Prof-specialty,Own-child,Black,0,3999,0,40,United-States,0
24424,18,Private,205550,7,Never-married,Handlers-cleaners,Own-child,White,1,0,0,40,United-States,0
24425,33,Private,243176,13,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,1,0,0,40,Guatemala,0
24426,44,Private,209789,12,Married-civ-spouse,Prof-specialty,Husband,White,1,0,1165,61,Honduras,0
24427,40,Self-emp-not-inc,188584,9,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,62,United-States,0
24428,21,Private,95746,7,Never-married,Adm-clerical,Own-child,White,0,0,0,36,United-States,0
24429,32,Private,109689,9,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,35,United-States,0
24430,33,?,208422,10,Never-married,?,Not-in-family,White,1,0,0,8,United-States,0
24431,44,Local-gov,301367,14,Never-married,Exec-managerial,Not-in-family,White,0,8581,0,40,United-States,0
24432,29,Private,111121,13,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,56,?,0
24433,38,Private,220154,10,Separated,Adm-clerical,Unmarried,Black,0,0,0,40,Vietnam,0
24434,48,Private,154524,10,Married-civ-spouse,Adm-clerical,Wife,White,0,5683,2653,50,United-States,0
24435,36,Private,354106,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,2815,57,United-States,0
24436,33,Private,114683,10,Divorced,Adm-clerical,Not-in-family,White,0,0,0,58,United-States,0
24437,24,?,231024,10,Married-civ-spouse,?,Husband,White,1,0,0,5,United-States,0
24438,21,Private,186701,9,Never-married,Machine-op-inspct,Own-child,Black,0,0,0,40,United-States,0
24439,27,Private,305651,14,Never-married,Prof-specialty,Not-in-family,White,1,0,0,40,United-States,0
24440,52,Private,166059,11,Never-married,Craft-repair,Other-relative,White,1,0,0,40,United-States,0
24441,25,Local-gov,220909,13,Never-married,Prof-specialty,Husband,Black,1,0,2585,40,United-States,0
24442,58,Self-emp-not-inc,128861,9,Married-spouse-absent,Other-service,Unmarried,White,0,0,0,11,United-States,0
24443,50,?,54785,10,Married-civ-spouse,?,Husband,White,1,0,0,13,United-States,0
24444,70,,303860,6,Married-civ-spouse,,Not-in-family,White,0,0,0,7,United-States,0
