age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income
45,Local-gov,65,56,Married-spouse-absent,e,Husband,Amer-Indian-Eskimo,Male,33,38,94,1
100,State-gov,48,92,Widowed,o,Wife,White,Male,78,44,23,1
80,Private,28,39,Married-spouse-absent,h,Husband,Amer-Indian-Eskimo,Male,79,30,97,1
6,Local-gov,8,81,Married-AF-spouse,t,Not-in-family,Asian-Pac-Islander,Female,38,36,78,0
53,Local-gov,48,89,Married-civ-spouse,d,Unmarried,Other,Female,35,3,5,0
41,State-gov,47,19,Never-married,n,Other-relative,Amer-Indian-Eskimo,Female,71,96,72,1
25,Never-worked,60,91,Divorced,c,Unmarried,Amer-Indian-Eskimo,Male,75,63,30,1
34,Federal-gov,37,90,Widowed,a,Unmarried,White,Female,99,66,62,0
67,Local-gov,65,22,Married-AF-spouse,f,Other-relative,Black,Male,50,76,33,0
22,Without-pay,51,64,Widowed,l,Own-child,Black,Male,12,39,23,1
93,Local-gov,90,71,Separated,t,Not-in-family,Asian-Pac-Islander,Male,34,88,20,1
52,Self-emp-inc,7,40,Married-civ-spouse,y,Other-relative,Other,Female,38,85,74,0
24,Self-emp-inc,94,6,Married-civ-spouse,x,Other-relative,Black,Male,30,58,10,1
49,Local-gov,70,26,Married-civ-spouse,m,Not-in-family,Amer-Indian-Eskimo,Female,47,43,48,1
33,Local-gov,98,62,Married-civ-spouse,f,Wife,Other,Male,0,27,60,1
99,Self-emp-inc,71,72,Never-married,u,Not-in-family,White,Female,29,93,62,0
88,Self-emp-inc,67,22,Widowed,c,Own-child,Amer-Indian-Eskimo,Male,89,37,42,1
38,Without-pay,87,9,Married-civ-spouse,o,Own-child,Amer-Indian-Eskimo,Female,6,17,17,0
75,Without-pay,11,33,Married-spouse-absent,m,Own-child,Black,Male,64,95,61,1
62,Never-worked,59,57,Married-AF-spouse,d,Unmarried,Amer-Indian-Eskimo,Male,36,95,51,1
35,Self-emp-not-inc,16,85,Widowed,u,Wife,Amer-Indian-Eskimo,Male,41,90,99,1
88,Never-worked,66,60,Married-civ-spouse,k,Unmarried,White,Female,46,84,66,0
57,Self-emp-inc,25,48,Never-married,a,Unmarried,White,Male,84,15,95,1
7,Self-emp-not-inc,3,34,Married-AF-spouse,o,Other-relative,Amer-Indian-Eskimo,Male,88,24,51,1
100,Federal-gov,29,24,Married-civ-spouse,r,Wife,Amer-Indian-Eskimo,Female,100,53,57,1
11,Federal-gov,20,30,Married-AF-spouse,w,Other-relative,Black,Female,11,21,77,0
0,Self-emp-inc,92,20,Widowed,f,Other-relative,Other,Male,87,65,0,0
36,Never-worked,95,96,Married-civ-spouse,p,Own-child,Other,Female,47,71,14,1
5,Never-worked,0,97,Married-spouse-absent,a,Wife,Asian-Pac-Islander,Female,35,38,89,1
9,?,87,12,Married-civ-spouse,e,Husband,Black,Male,23,63,100,1
69,State-gov,17,68,Separated,a,Own-child,White,Male,27,72,100,0
42,State-gov,99,68,Married-spouse-absent,z,Husband,Asian-Pac-Islander,Female,11,10,25,1
14,State-gov,32,18,Divorced,p,Unmarried,Asian-Pac-Islander,Female,72,97,98,0
86,?,6,45,Married-AF-spouse,z,Not-in-family,Black,Male,23,64,81,0
38,Private,36,39,Married-AF-spouse,y,Other-relative,Asian-Pac-Islander,Male,75,46,43,0
33,Without-pay,47,73,Widowed,n,Other-relative,Amer-Indian-Eskimo,Female,70,72,90,0
35,Federal-gov,77,32,Widowed,u,Wife,Other,Female,85,60,27,0
8,Self-emp-not-inc,45,81,Separated,y,Other-relative,White,Female,57,20,50,1
95,Without-pay,94,89,Married-spouse-absent,i,Not-in-family,Amer-Indian-Eskimo,Female,55,82,63,0
2,Without-pay,59,92,Divorced,i,Unmarried,Other,Male,91,88,62,0
55,Private,15,4,Married-spouse-absent,m,Husband,White,Male,78,4,89,0
36,Never-worked,34,46,Divorced,z,Unmarried,Amer-Indian-Eskimo,Female,81,36,71,1
60,Without-pay,20,72,Married-AF-spouse,k,Husband,Asian-Pac-Islander,Female,68,80,35,0
20,Never-worked,53,29,Married-civ-spouse,j,Wife,Asian-Pac-Islander,Male,61,72,35,1
19,State-gov,60,57,Married-AF-spouse,k,Not-in-family,Black,Female,79,34,59,0
30,Without-pay,72,15,Never-married,o,Unmarried,Amer-Indian-Eskimo,Male,30,25,30,0
73,Private,85,88,Separated,m,Other-relative,Black,Female,82,25,58,1
20,Federal-gov,61,52,Divorced,w,Wife,Black,Female,64,91,4,0
33,?,33,24,Never-married,b,Husband,Asian-Pac-Islander,Male,41,97,37,0
98,State-gov,83,7,Married-civ-spouse,y,Other-relative,Black,Male,46,83,54,0
90,Local-gov,83,100,Never-married,r,Wife,Amer-Indian-Eskimo,Male,93,19,73,0
82,Never-worked,58,85,Divorced,s,Own-child,Asian-Pac-Islander,Female,9,60,19,0
100,State-gov,46,85,Married-spouse-absent,x,Wife,Black,Male,5,29,21,0
50,?,6,78,Separated,l,Other-relative,White,Female,3,23,68,1
35,Never-worked,18,34,Married-civ-spouse,e,Own-child,Other,Female,15,88,58,0
62,Never-worked,12,34,Never-married,o,Wife,White,Male,61,80,57,1
74,State-gov,16,68,Married-spouse-absent,f,Other-relative,Other,Male,36,51,44,0
75,Local-gov,71,77,Separated,a,Wife,Amer-Indian-Eskimo,Female,58,69,19,1
69,Federal-gov,49,23,Married-civ-spouse,r,Husband,Asian-Pac-Islander,Male,69,18,49,1
58,?,23,89,Widowed,y,Not-in-family,Other,Male,73,65,91,1
92,Local-gov,46,95,Divorced,l,Wife,White,Male,5,47,41,0
100,Without-pay,36,26,Married-AF-spouse,s,Not-in-family,Amer-Indian-Eskimo,Female,63,60,57,1
75,Never-worked,19,74,Separated,p,Wife,White,Male,60,63,72,0
54,State-gov,10,96,Married-AF-spouse,l,Other-relative,Asian-Pac-Islander,Male,92,19,68,1
80,Self-emp-inc,51,19,Married-spouse-absent,q,Not-in-family,Amer-Indian-Eskimo,Female,10,16,25,0
35,Federal-gov,28,14,Divorced,y,Wife,Asian-Pac-Islander,Female,49,94,8,0
84,Federal-gov,42,81,Married-AF-spouse,z,Not-in-family,Asian-Pac-Islander,Female,73,44,86,1
98,Never-worked,80,89,Married-AF-spouse,c,Not-in-family,Amer-Indian-Eskimo,Female,30,100,43,0
76,Local-gov,59,10,Married-spouse-absent,e,Wife,White,Female,43,42,41,1
3,State-gov,17,34,Married-spouse-absent,q,Other-relative,Black,Male,31,55,3,0
61,?,98,99,Married-AF-spouse,e,Other-relative,Black,Male,19,23,84,1
38,Self-emp-not-inc,78,29,Married-civ-spouse,i,Wife,White,Male,29,80,67,1
71,Never-worked,58,73,Married-civ-spouse,c,Wife,Asian-Pac-Islander,Female,82,93,18,0
11,Self-emp-inc,42,6,Divorced,e,Other-relative,White,Female,51,27,98,1
85,Private,14,27,Never-married,w,Not-in-family,Other,Male,85,69,45,0
85,Never-worked,91,77,Married-spouse-absent,d,Wife,White,Female,50,50,87,1
78,Self-emp-not-inc,69,9,Married-spouse-absent,w,Other-relative,Other,Male,72,74,28,1
11,Federal-gov,18,57,Separated,b,Husband,Black,Male,79,17,46,0
1,Self-emp-not-inc,16,38,Married-AF-spouse,p,Not-in-family,Asian-Pac-Islander,Female,94,74,24,0
12,Private,4,31,Separated,v,Other-relative,Other,Male,51,97,62,1
42,State-gov,24,26,Widowed,q,Own-child,Asian-Pac-Islander,Female,15,22,3,0
23,Private,45,63,Separated,x,Wife,Other,Female,9,60,6,0
69,Federal-gov,24,87,Never-married,p,Husband,Black,Female,31,44,100,0
48,State-gov,6,51,Married-spouse-absent,d,Other-relative,White,Female,43,28,22,0
37,Local-gov,7,33,Separated,a,Husband,Asian-Pac-Islander,Female,88,89,9,0
12,Self-emp-inc,18,94,Married-civ-spouse,y,Wife,Black,Female,21,35,42,0
51,Self-emp-not-inc,39,7,Married-civ-spouse,o,Husband,Amer-Indian-Eskimo,Male,0,30,78,1
82,Self-emp-inc,37,49,Divorced,q,Wife,Amer-Indian-Eskimo,Female,69,26,21,1
24,Self-emp-not-inc,68,13,Separated,n,Other-relative,Amer-Indian-Eskimo,Female,81,62,91,0
20,?,100,69,Married-civ-spouse,v,Other-relative,Asian-Pac-Islander,Male,17,52,95,1
16,Federal-gov,0,57,Separated,e,Unmarried,Amer-Indian-Eskimo,Male,42,91,2,1
15,Without-pay,34,55,Widowed,g,Wife,Black,Male,96,61,51,0
14,Self-emp-not-inc,42,9,Married-AF-spouse,o,Unmarried,Black,Male,1,21,90,0
36,Self-emp-inc,98,11,Married-civ-spouse,q,Not-in-family,Black,Female,8,19,50,1
87,?,78,79,Married-AF-spouse,d,Husband,White,Female,94,91,9,1
35,Self-emp-not-inc,68,77,Married-civ-spouse,e,Other-relative,White,Female,3,25,67,0
20,Never-worked,26,25,Divorced,o,Husband,Asian-Pac-Islander,Male,10,32,19,1
54,State-gov,38,25,Divorced,t,Other-relative,White,Female,67,73,69,1
10,Local-gov,0,33,Divorced,o,Not-in-family,Amer-Indian-Eskimo,Male,63,26,19,0
71,Local-gov,89,19,Married-civ-spouse,e,Other-relative,Other,Female,56,41,48,1
61,State-gov,36,15,Married-AF-spouse,g,Unmarried,Amer-Indian-Eskimo,Female,68,19,23,0
39,Local-gov,25,59,Married-spouse-absent,k,Own-child,Other,Male,21,56,71,1
21,State-gov,70,81,Never-married,u,Own-child,Black,Female,71,100,58,0
65,Local-gov,24,13,Separated,s,Unmarried,Other,Female,8,65,4,1
10,Never-worked,70,30,Married-civ-spouse,y,Wife,White,Male,1,8,11,0
93,State-gov,9,29,Separated,m,Own-child,Asian-Pac-Islander,Female,39,55,28,1
27,Private,98,92,Never-married,e,Husband,White,Female,10,19,15,1
52,Private,60,19,Never-married,f,Wife,Other,Male,94,77,59,1
99,Local-gov,58,20,Widowed,w,Husband,Black,Female,83,27,11,1
32,?,26,19,Married-civ-spouse,l,Not-in-family,Black,Female,11,73,22,0
7,Local-gov,76,39,Married-spouse-absent,k,Own-child,Amer-Indian-Eskimo,Female,80,76,75,1
38,Local-gov,20,20,Divorced,t,Unmarried,Amer-Indian-Eskimo,Male,10,33,68,1
46,Without-pay,66,44,Married-civ-spouse,t,Own-child,White,Female,2,92,8,0
54,Private,23,47,Never-married,h,Own-child,Black,Male,75,0,17,1
22,Federal-gov,85,43,Married-AF-spouse,k,Wife,Asian-Pac-Islander,Male,50,17,99,1
20,Never-worked,30,58,Widowed,m,Other-relative,Asian-Pac-Islander,Male,59,15,38,1
68,Private,33,21,Married-AF-spouse,e,Unmarried,Black,Female,5,86,55,1
86,Self-emp-inc,64,21,Widowed,u,Other-relative,Black,Female,68,52,3,0
100,Private,84,51,Married-civ-spouse,p,Wife,Black,Male,85,47,88,1
32,Private,14,18,Never-married,p,Other-relative,White,Female,22,47,57,0
64,Federal-gov,54,95,Married-spouse-absent,b,Own-child,Asian-Pac-Islander,Female,73,23,78,0
83,Self-emp-not-inc,77,52,Married-AF-spouse,b,Wife,White,Male,66,14,10,0
16,Self-emp-inc,65,79,Married-civ-spouse,t,Not-in-family,Other,Male,98,48,56,0
43,Local-gov,86,35,Married-AF-spouse,k,Own-child,Amer-Indian-Eskimo,Female,93,26,81,1
73,Self-emp-not-inc,79,40,Widowed,o,Wife,Other,Female,97,91,83,0
67,Local-gov,71,16,Married-AF-spouse,e,Other-relative,Black,Male,73,65,39,1
80,Without-pay,4,4,Never-married,k,Husband,White,Male,92,15,83,0
79,Federal-gov,37,88,Never-married,r,Not-in-family,Amer-Indian-Eskimo,Female,4,75,33,0
81,Private,49,52,Divorced,r,Wife,Amer-Indian-Eskimo,Female,67,95,21,1
76,Local-gov,38,14,Never-married,a,Unmarried,Other,Female,86,44,11,0
34,Never-worked,78,85,Married-civ-spouse,c,Unmarried,Other,Female,78,31,60,0
43,Never-worked,39,7,Divorced,g,Wife,White,Male,75,49,25,1
56,Without-pay,82,64,Married-civ-spouse,j,Wife,Other,Male,84,11,56,0
24,Local-gov,3,73,Never-married,j,Unmarried,Asian-Pac-Islander,Female,39,76,79,0
64,Local-gov,4,100,Married-spouse-absent,s,Other-relative,Asian-Pac-Islander,Female,99,69,9,1
48,?,86,57,Separated,p,Own-child,Amer-Indian-Eskimo,Female,72,78,82,0
32,Private,3,52,Widowed,n,Own-child,Black,Female,55,59,25,0
8,Self-emp-not-inc,74,17,Married-civ-spouse,w,Own-child,White,Male,36,27,86,1
99,Local-gov,23,31,Married-AF-spouse,y,Not-in-family,Amer-Indian-Eskimo,Female,98,38,1,1
15,Self-emp-inc,70,57,Widowed,i,Unmarried,White,Female,90,92,99,1
34,Private,91,82,Widowed,u,Unmarried,Asian-Pac-Islander,Female,23,86,13,0
24,State-gov,11,96,Separated,l,Husband,White,Female,55,38,92,1
84,Self-emp-not-inc,38,57,Separated,w,Husband,Black,Male,78,90,67,1
44,State-gov,82,8,Married-AF-spouse,k,Wife,Other,Female,32,49,15,0
87,Federal-gov,7,44,Never-married,w,Wife,White,Female,64,54,97,0
47,Federal-gov,51,67,Widowed,p,Wife,Black,Female,81,75,67,1
82,Local-gov,68,80,Married-civ-spouse,p,Not-in-family,Black,Female,25,4,14,1
5,Self-emp-inc,34,41,Separated,q,Not-in-family,Black,Female,92,8,16,1
53,Private,80,27,Separated,f,Own-child,Amer-Indian-Eskimo,Female,30,79,43,1
66,?,32,95,Separated,c,Husband,Other,Male,52,39,73,1
52,Local-gov,84,44,Married-spouse-absent,g,Not-in-family,White,Female,89,61,2,1
21,Private,28,70,Divorced,l,Own-child,Black,Male,91,90,48,0
100,Local-gov,94,54,Never-married,s,Wife,White,Female,99,10,68,0
91,State-gov,63,36,Married-spouse-absent,y,Husband,Asian-Pac-Islander,Male,82,27,56,1
75,Self-emp-inc,43,32,Never-married,k,Not-in-family,White,Female,60,31,81,0
76,State-gov,0,100,Divorced,j,Other-relative,White,Female,43,65,69,1
62,Without-pay,54,96,Separated,w,Unmarried,White,Female,92,38,100,0
46,Private,56,23,Married-AF-spouse,c,Unmarried,Black,Female,51,92,0,1
13,Local-gov,89,55,Widowed,z,Unmarried,Amer-Indian-Eskimo,Male,87,96,69,1
26,Federal-gov,25,35,Separated,u,Other-relative,Other,Male,64,48,33,1
43,Private,23,98,Married-civ-spouse,o,Not-in-family,Amer-Indian-Eskimo,Female,50,34,39,1
97,Local-gov,19,92,Separated,w,Not-in-family,Other,Female,27,3,22,1
41,Never-worked,15,37,Never-married,y,Wife,Asian-Pac-Islander,Female,64,34,89,1
12,Self-emp-inc,65,95,Married-civ-spouse,a,Not-in-family,Asian-Pac-Islander,Male,15,86,0,0
38,Without-pay,43,74,Married-AF-spouse,b,Husband,Other,Male,76,23,5,1
18,Self-emp-inc,46,89,Married-civ-spouse,p,Other-relative,Amer-Indian-Eskimo,Female,52,26,48,0
41,Without-pay,1,58,Separated,c,Not-in-family,Other,Male,18,87,85,0
27,State-gov,54,72,Married-spouse-absent,m,Own-child,Black,Male,38,95,1,0
5,Private,75,71,Separated,m,Other-relative,White,Female,23,3,45,0
60,Self-emp-inc,55,46,Married-spouse-absent,v,Wife,Amer-Indian-Eskimo,Male,96,89,65,1
10,Private,100,84,Married-AF-spouse,q,Husband,Amer-Indian-Eskimo,Female,50,35,9,1
95,Self-emp-inc,92,64,Married-AF-spouse,t,Other-relative,Amer-Indian-Eskimo,Male,61,84,68,0
65,State-gov,82,36,Separated,k,Other-relative,Other,Male,5,57,40,0
26,Never-worked,11,50,Married-AF-spouse,y,Other-relative,White,Male,100,49,68,0
21,Self-emp-not-inc,3,88,Never-married,c,Wife,White,Female,41,35,29,0
23,Never-worked,86,12,Married-spouse-absent,n,Wife,Black,Female,97,37,83,0
53,?,80,67,Divorced,o,Other-relative,Amer-Indian-Eskimo,Female,45,32,96,0
85,State-gov,30,48,Married-spouse-absent,q,Unmarried,Other,Female,24,41,29,0
79,Without-pay,34,43,Never-married,a,Wife,Asian-Pac-Islander,Male,40,13,40,1
48,Without-pay,71,54,Married-spouse-absent,q,Wife,Amer-Indian-Eskimo,Male,38,76,86,0
36,Private,69,43,Widowed,c,Husband,White,Female,40,19,41,1
1,?,85,63,Married-spouse-absent,u,Husband,Amer-Indian-Eskimo,Male,91,6,22,1
55,Without-pay,66,39,Divorced,s,Other-relative,White,Female,81,7,40,0
86,Never-worked,9,30,Widowed,a,Husband,Amer-Indian-Eskimo,Female,92,33,35,0
71,Self-emp-not-inc,3,17,Never-married,m,Other-relative,Asian-Pac-Islander,Female,24,46,16,0
61,Self-emp-not-inc,48,40,Widowed,v,Own-child,Asian-Pac-Islander,Male,28,62,44,1
46,Private,14,55,Separated,h,Wife,Asian-Pac-Islander,Female,72,7,32,1
73,Without-pay,23,43,Widowed,i,Wife,White,Male,96,7,69,1
72,Private,63,46,Married-civ-spouse,j,Unmarried,White,Female,65,55,68,0
12,Local-gov,13,95,Divorced,j,Husband,Amer-Indian-Eskimo,Female,96,75,32,0
60,Without-pay,89,72,Separated,f,Unmarried,Other,Female,8,7,46,0
91,Self-emp-not-inc,33,36,Married-AF-spouse,m,Not-in-family,Asian-Pac-Islander,Male,28,23,77,0
3,Private,71,58,Never-married,x,Own-child,Amer-Indian-Eskimo,Male,4,85,73,1
21,Private,31,31,Divorced,c,Other-relative,Other,Female,25,47,14,0
77,Self-emp-not-inc,1,81,Widowed,u,Wife,Other,Female,41,5,43,1
53,Without-pay,23,82,Married-civ-spouse,f,Own-child,Other,Male,85,26,95,0
38,?,75,5,Separated,w,Other-relative,Amer-Indian-Eskimo,Male,12,31,43,0
100,?,50,62,Separated,i,Husband,Other,Male,15,57,80,1
58,Self-emp-not-inc,90,53,Widowed,z,Unmarried,Black,Female,88,53,67,0
52,?,62,28,Never-married,a,Unmarried,Asian-Pac-Islander,Male,75,22,55,0
99,Self-emp-not-inc,3,75,Widowed,s,Wife,Other,Male,34,96,38,1
65,Never-worked,56,41,Married-AF-spouse,b,Other-relative,Amer-Indian-Eskimo,Male,76,89,40,0
52,Without-pay,24,81,Widowed,u,Own-child,Amer-Indian-Eskimo,Male,28,0,55,1
80,State-gov,7,62,Divorced,l,Husband,Black,Male,74,89,3,1
74,Never-worked,61,12,Separated,g,Husband,Amer-Indian-Eskimo,Female,20,68,56,0
13,Private,69,61,Married-civ-spouse,v,Other-relative,White,Male,95,5,89,0
8,Federal-gov,36,1,Separated,u,Husband,Other,Female,26,79,65,1
69,Without-pay,98,13,Married-civ-spouse,e,Husband,Asian-Pac-Islander,Female,83,31,31,1
54,Local-gov,80,28,Married-spouse-absent,n,Husband,White,Male,15,0,19,0
83,Self-emp-not-inc,66,74,Married-AF-spouse,p,Not-in-family,Black,Male,5,12,98,0
50,Federal-gov,72,85,Divorced,p,Not-in-family,Amer-Indian-Eskimo,Male,82,60,3,1
34,Private,65,80,Never-married,k,Wife,Amer-Indian-Eskimo,Female,69,61,91,1
95,Never-worked,65,89,Never-married,z,Wife,Asian-Pac-Islander,Male,4,27,70,1
38,Without-pay,24,76,Married-civ-spouse,h,Wife,Asian-Pac-Islander,Male,31,23,72,0
82,Federal-gov,18,51,Widowed,e,Unmarried,Black,Female,56,95,68,1
70,Federal-gov,27,97,Married-AF-spouse,z,Own-child,White,Female,65,95,84,1
14,Self-emp-not-inc,40,85,Married-spouse-absent,m,Unmarried,Amer-Indian-Eskimo,Male,3,52,26,0
31,Federal-gov,29,48,Separated,h,Other-relative,Other,Female,57,100,69,0
44,State-gov,53,54,Married-civ-spouse,t,Own-child,Other,Male,52,5,29,0
32,Without-pay,74,29,Married-spouse-absent,s,Not-in-family,White,Male,24,48,72,1
31,Self-emp-not-inc,49,81,Divorced,b,Not-in-family,Other,Female,18,22,46,1
81,Private,4,54,Married-spouse-absent,z,Other-relative,Amer-Indian-Eskimo,Male,3,76,23,0
64,Self-emp-inc,34,42,Widowed,s,Husband,Amer-Indian-Eskimo,Female,1,6,5,1
20,Private,38,81,Divorced,l,Other-relative,Asian-Pac-Islander,Female,85,41,7,1
10,Never-worked,44,4,Divorced,e,Unmarried,White,Female,56,14,55,1
82,Self-emp-not-inc,98,71,Widowed,o,Own-child,Other,Male,3,92,12,0
35,Private,44,88,Married-AF-spouse,e,Wife,White,Female,59,26,15,0
95,Private,86,11,Separated,f,Husband,Asian-Pac-Islander,Female,69,68,16,1
54,Self-emp-not-inc,30,24,Separated,k,Unmarried,Asian-Pac-Islander,Female,14,83,45,0
29,Private,82,43,Separated,l,Wife,Amer-Indian-Eskimo,Female,41,81,98,1
96,Self-emp-not-inc,24,31,Married-spouse-absent,c,Other-relative,Amer-Indian-Eskimo,Male,74,13,65,0
44,Self-emp-not-inc,34,52,Divorced,v,Husband,Other,Male,76,34,66,1
14,Self-emp-not-inc,92,85,Married-civ-spouse,e,Not-in-family,White,Female,85,46,66,1
80,State-gov,53,45,Married-civ-spouse,s,Unmarried,White,Male,94,37,2,0
32,Federal-gov,11,40,Never-married,d,Own-child,White,Male,48,56,81,0
92,Self-emp-not-inc,93,61,Divorced,t,Husband,Other,Male,48,45,40,0
54,Without-pay,44,71,Separated,o,Own-child,Asian-Pac-Islander,Female,83,87,94,1
78,?,2,68,Widowed,y,Own-child,Asian-Pac-Islander,Male,45,81,66,0
39,State-gov,91,40,Married-civ-spouse,j,Other-relative,White,Male,72,29,78,0
51,Local-gov,47,26,Married-civ-spouse,f,Other-relative,Other,Female,21,59,31,1
57,Local-gov,95,10,Divorced,v,Wife,Asian-Pac-Islander,Female,72,7,29,0
24,?,61,71,Never-married,j,Not-in-family,Black,Male,51,53,59,0
16,Federal-gov,16,65,Married-AF-spouse,v,Not-in-family,Amer-Indian-Eskimo,Male,80,25,16,1
21,?,58,46,Married-spouse-absent,l,Other-relative,Black,Female,65,40,20,0
11,Self-emp-not-inc,4,69,Married-spouse-absent,w,Other-relative,White,Female,87,75,78,1
37,?,67,27,Separated,o,Wife,Other,Male,43,24,55,0
34,Without-pay,44,30,Divorced,k,Unmarried,Asian-Pac-Islander,Female,72,55,81,0
33,Federal-gov,71,65,Married-spouse-absent,o,Other-relative,Other,Female,18,67,30,0
22,Self-emp-inc,47,12,Separated,b,Other-relative,Black,Female,76,38,88,0
16,Without-pay,31,14,Widowed,c,Not-in-family,Amer-Indian-Eskimo,Male,31,63,61,1
36,Never-worked,89,52,Separated,f,Not-in-family,Black,Female,22,16,24,0
64,?,93,0,Divorced,p,Other-relative,Black,Female,99,100,8,0
26,Never-worked,27,74,Married-spouse-absent,v,Not-in-family,White,Male,68,56,42,0
77,Private,53,79,Widowed,i,Own-child,Other,Male,3,24,47,1
89,Without-pay,48,52,Divorced,k,Not-in-family,Asian-Pac-Islander,Female,9,75,73,0
78,Never-worked,75,44,Divorced,w,Unmarried,Black,Male,82,8,69,1
31,Without-pay,80,52,Separated,d,Own-child,Other,Female,50,15,23,0
32,?,41,63,Married-AF-spouse,h,Other-relative,Black,Female,4,45,12,0
25,Private,2,63,Separated,z,Wife,Other,Female,40,4,48,0
7,Self-emp-not-inc,13,76,Married-AF-spouse,p,Other-relative,Black,Female,21,42,65,1
63,Local-gov,76,72,Never-married,c,Own-child,Other,Male,62,32,22,0
76,Never-worked,69,12,Married-civ-spouse,v,Unmarried,Black,Male,52,15,88,0
16,Private,99,17,Married-AF-spouse,g,Own-child,Other,Female,66,9,70,1
40,Never-worked,68,84,Never-married,q,Unmarried,White,Female,91,17,59,0
5,?,28,29,Married-AF-spouse,c,Other-relative,White,Male,87,0,1,0
41,Federal-gov,98,6,Widowed,x,Own-child,White,Female,63,15,36,1
45,Never-worked,38,38,Married-spouse-absent,c,Husband,Asian-Pac-Islander,Female,5,76,10,0
85,Private,40,41,Widowed,d,Other-relative,Black,Male,33,41,17,0
26,Without-pay,26,11,Married-AF-spouse,k,Wife,Other,Male,61,10,30,1
73,Never-worked,22,49,Married-AF-spouse,s,Other-relative,Other,Male,1,72,91,0
54,Self-emp-not-inc,88,51,Never-married,n,Wife,Other,Male,39,82,87,1
72,Federal-gov,53,13,Widowed,n,Own-child,White,Male,58,70,61,1
69,State-gov,33,39,Married-AF-spouse,q,Wife,Other,Female,7,36,33,1
92,Without-pay,37,68,Widowed,s,Own-child,Other,Female,12,42,98,1
18,Local-gov,49,20,Married-AF-spouse,z,Own-child,Other,Male,38,43,6,1
28,Without-pay,97,17,Separated,l,Not-in-family,White,Male,34,1,89,1
36,Local-gov,44,15,Widowed,h,Other-relative,Asian-Pac-Islander,Male,13,34,29,1
43,Local-gov,35,31,Divorced,w,Own-child,Black,Male,19,57,37,0
90,Without-pay,7,88,Separated,m,Husband,Other,Male,94,50,71,1
4,?,91,86,Never-married,u,Unmarried,Amer-Indian-Eskimo,Female,91,92,79,1
68,Without-pay,37,14,Married-AF-spouse,f,Own-child,Asian-Pac-Islander,Male,6,38,92,0
71,?,59,47,Widowed,r,Own-child,White,Male,9,67,74,0
56,Private,5,3,Separated,h,Husband,Asian-Pac-Islander,Female,63,96,34,0
66,Self-emp-not-inc,53,27,Separated,b,Husband,Amer-Indian-Eskimo,Female,73,10,18,1
10,?,51,69,Separated,w,Unmarried,Amer-Indian-Eskimo,Male,27,45,16,0
93,Self-emp-not-inc,22,88,Widowed,r,Not-in-family,Other,Female,61,2,32,0
58,Self-emp-not-inc,14,56,Separated,v,Not-in-family,Black,Male,53,37,56,1
8,?,96,25,Married-AF-spouse,s,Not-in-family,Amer-Indian-Eskimo,Female,92,83,14,1
25,?,9,85,Married-AF-spouse,c,Other-relative,Other,Male,96,32,5,1
38,Self-emp-inc,18,19,Married-AF-spouse,j,Other-relative,White,Female,52,59,15,1
16,Without-pay,62,93,Divorced,i,Other-relative,Black,Female,40,93,14,0
15,Self-emp-inc,0,61,Married-civ-spouse,h,Unmarried,White,Male,44,72,62,1
42,Local-gov,52,72,Separated,a,Not-in-family,Other,Female,97,95,71,1
3,Self-emp-not-inc,64,76,Widowed,e,Other-relative,White,Male,41,53,24,0
54,Never-worked,1,90,Never-married,l,Wife,Amer-Indian-Eskimo,Male,31,85,75,1
20,Self-emp-not-inc,70,55,Married-spouse-absent,w,Own-child,Asian-Pac-Islander,Male,46,97,43,0
30,Never-worked,13,15,Married-civ-spouse,z,Own-child,Other,Female,47,35,17,0
90,Self-emp-inc,45,69,Married-spouse-absent,n,Not-in-family,Asian-Pac-Islander,Female,9,67,64,1
51,State-gov,61,61,Married-civ-spouse,i,Unmarried,White,Female,0,86,11,0
18,?,86,46,Married-AF-spouse,g,Wife,White,Male,80,29,75,0
71,Without-pay,77,1,Never-married,g,Husband,White,Male,2,100,19,0
28,Local-gov,37,78,Separated,e,Wife,White,Male,56,53,63,0
83,?,38,50,Married-civ-spouse,s,Wife,White,Male,87,44,64,0
30,Without-pay,95,74,Widowed,u,Other-relative,Other,Female,90,93,59,0
65,?,3,64,Never-married,l,Other-relative,Other,Female,76,70,43,0
85,Never-worked,25,53,Separated,w,Not-in-family,Asian-Pac-Islander,Female,15,4,41,0
98,Without-pay,3,58,Separated,a,Wife,Other,Male,27,95,26,1
69,Self-emp-inc,51,67,Separated,g,Wife,Other,Female,58,57,54,1
68,Private,51,95,Married-spouse-absent,h,Other-relative,Black,Female,3,15,97,0
34,?,2,68,Never-married,b,Husband,Asian-Pac-Islander,Male,35,29,56,1
54,Federal-gov,76,66,Never-married,i,Own-child,Amer-Indian-Eskimo,Female,80,36,56,1
90,Private,34,34,Married-spouse-absent,c,Unmarried,Asian-Pac-Islander,Male,12,28,75,0
49,Never-worked,69,55,Divorced,w,Husband,White,Female,61,5,19,0
23,Federal-gov,9,77,Married-AF-spouse,d,Unmarried,Amer-Indian-Eskimo,Female,80,51,75,1
5,Federal-gov,60,11,Married-spouse-absent,u,Other-relative,Black,Male,99,94,52,1
30,State-gov,59,24,Widowed,j,Wife,Black,Female,42,16,99,0
